iso3,GID_1,GID_2,area,population,pop_density_sqkm
MWI,MWI.5_1,MWI.5.4_1,961.542137037232,116511,121.17097682167262
MWI,MWI.5_1,MWI.5.5_1,664.1881220908328,34191,51.477885350265446
MWI,MWI.5_1,MWI.5.6_1,753.702791299633,28798,38.20869490259247
MWI,MWI.5_1,MWI.5.7_1,624.8049204978673,39383,63.03247414988056
MWI,MWI.6_1,MWI.6.1_1,18.91771412588508,23588,1246.8736890216865
MWI,MWI.6_1,MWI.6.2_1,1472.5014953478494,5599,3.8023730486449163
MWI,MWI.6_1,MWI.6.3_1,69.01803310178904,27602,399.92446552761174
MWI,MWI.6_1,MWI.6.4_1,246.20814115835867,84349,342.59224574441487
MWI,MWI.6_1,MWI.6.5_1,199.7253670123364,43221,216.40215585299376
MWI,MWI.6_1,MWI.6.6_1,712.5680636537156,129645,181.94051433520764
MWI,MWI.6_1,MWI.6.7_1,630.3286081399177,177035,280.8614391189151
MWI,MWI.6_1,MWI.6.8_1,592.549921643819,96981,163.66722272270448
MWI,MWI.6_1,MWI.6.9_1,844.1505967521489,180883,214.27811660140196
MWI,MWI.6_1,MWI.6.10_1,494.17205548474095,80829,163.56448953940463
MWI,MWI.7_1,MWI.7.1_1,6.490230126442525,3258,501.98528195883864
MWI,MWI.7_1,MWI.7.2_1,9.8396691534313,19977,2030.2511891910103
MWI,MWI.7_1,MWI.7.3_1,754.7714404610281,170015,225.25362101161613
MWI,MWI.7_1,MWI.7.4_1,459.7262633166952,128032,278.4961622081652
MWI,MWI.7_1,MWI.7.5_1,397.46126669339134,115391,290.32011335337154
MWI,MWI.7_1,MWI.7.6_1,163.64225148078074,52189,318.9213025838222
MWI,MWI.7_1,MWI.7.7_1,542.7024916192918,112842,207.92607688847534
MWI,MWI.7_1,MWI.7.8_1,376.1881680831419,112460,298.9461379740818
MWI,MWI.7_1,MWI.7.9_1,454.5795052428239,99270,218.37764099587525
MWI,MWI.8_1,MWI.8.1_1,47.39882721177595,55409,1168.9951684339137
MWI,MWI.8_1,MWI.8.2_1,5124.539600723973,36485,7.119663978173874
MWI,MWI.8_1,MWI.8.3_1,1068.136239699582,6758,6.326908262096526
MWI,MWI.8_1,MWI.8.4_1,256.72897216328676,18644,72.62133230581354
MWI,MWI.8_1,MWI.8.5_1,169.36124431664558,30426,179.6514906510379
MWI,MWI.8_1,MWI.8.6_1,337.2284428387351,74332,220.42031619363158
MWI,MWI.8_1,MWI.8.7_1,1520.0110958245737,85641,56.34235186522871
MWI,MWI.8_1,MWI.8.8_1,362.72576386282554,67738,186.7471427411948
MWI,MWI.9_1,MWI.9.1_1,41.219741850952936,47770,1158.9107028552542
MWI,MWI.9_1,MWI.9.2_1,2453.4615538252233,4892,1.9939175294484726
MWI,MWI.9_1,MWI.9.3_1,324.8907641379268,47743,146.95093018935907
MWI,MWI.9_1,MWI.9.4_1,48.931552057450745,8659,176.9614826407597
MWI,MWI.9_1,MWI.9.5_1,664.3579061827775,39761,59.84876469440403
MWI,MWI.9_1,MWI.9.6_1,284.51753505390997,32634,114.69943317840342
MWI,MWI.9_1,MWI.9.7_1,293.1125154771055,54966,187.5252577002066
MWI,MWI.9_1,MWI.9.8_1,271.86828246853,60746,223.43908398741448
MWI,MWI.9_1,MWI.9.9_1,313.4234872539636,38397,122.5083682668853
MWI,MWI.9_1,MWI.9.10_1,590.0169057781087,84915,143.91960496117463
MWI,MWI.9_1,MWI.9.11_1,418.1599586651597,69036,165.09471691257835
MWI,MWI.9_1,MWI.9.12_1,288.0501242338597,65509,227.4222244279093
MWI,MWI.9_1,MWI.9.13_1,342.4556979178696,71517,208.83577185260256
MWI,MWI.9_1,MWI.9.14_1,192.40852460649504,25971,134.97842703754773
MWI,MWI.9_1,MWI.9.15_1,766.5656392907736,111306,145.2008729519631
MWI,MWI.9_1,MWI.9.16_1,932.8789560855752,100706,107.95184020718976
MWI,MWI.10_1,MWI.10.1_1,21.011819997507516,5597,266.373879114895
MWI,MWI.11_1,MWI.11.1_1,446.4092318234426,1351106,3026.6085548480996
MWI,MWI.11_1,MWI.11.2_1,383.6129746841734,60248,157.05412479753028
MWI,MWI.11_1,MWI.11.3_1,174.21219200308732,67368,386.70083434118163
MWI,MWI.11_1,MWI.11.4_1,109.08123159801872,50096,459.2540739236567
MWI,MWI.11_1,MWI.11.5_1,71.79245557565378,53736,748.4909043593563
MWI,MWI.11_1,MWI.11.6_1,382.295865224779,169399,443.10968391038773
MWI,MWI.11_1,MWI.11.7_1,410.36886823146074,133250,324.70786727623516
MWI,MWI.11_1,MWI.11.8_1,1645.6749478684471,320660,194.8501436540268
MWI,MWI.11_1,MWI.11.9_1,121.83778516714628,38179,313.35927477361116
MWI,MWI.11_1,MWI.11.10_1,550.3110163757711,170257,309.38323045261865
MWI,MWI.11_1,MWI.11.11_1,628.106242610302,199231,317.1931537760715
MWI,MWI.11_1,MWI.11.12_1,50.240474917089706,32194,640.7980826839068
MWI,MWI.11_1,MWI.11.13_1,206.86310810624695,80098,387.2029224218214
MWI,MWI.11_1,MWI.11.14_1,586.2450329619642,138130,235.61820098007027
MWI,MWI.11_1,MWI.11.15_1,319.7140948189826,129977,406.54135087034894
MWI,MWI.11_1,MWI.11.16_1,356.8652962328019,135494,379.6782747729277
MWI,MWI.12_1,MWI.12.1_1,61.69412023625727,0,0.0
MWI,MWI.12_1,MWI.12.2_1,64.76881117675433,406,6.268449159766488
MWI,MWI.12_1,MWI.12.3_1,407.0408126066208,12515,30.746302612399106
MWI,MWI.12_1,MWI.12.4_1,35.63806975226851,32579,914.1628664646242
MWI,MWI.12_1,MWI.12.5_1,140.52812066316088,30481,216.90320667606085
MWI,MWI.12_1,MWI.12.6_1,342.865237067069,83723,244.1863185553065
MWI,MWI.12_1,MWI.12.7_1,71.60770705879926,34194,477.51843208611984
MWI,MWI.12_1,MWI.12.8_1,378.318731368296,60013,158.6307920386234
MWI,MWI.12_1,MWI.12.9_1,217.71716571272069,28443,130.6419726110652
MWI,MWI.12_1,MWI.12.10_1,162.5373153653712,36163,222.49044730872046
MWI,MWI.12_1,MWI.12.11_1,340.7745715875063,48657,142.78354095885217
MWI,MWI.12_1,MWI.12.12_1,960.9805842431496,170030,176.93385567608783
MWI,MWI.12_1,MWI.12.13_1,456.4924136473261,109726,240.36763091701977
MWI,MWI.12_1,MWI.12.14_1,358.5176543420379,65558,182.8584986151211
MWI,MWI.13_1,MWI.13.1_1,2496.094556697682,56550,22.655391739171655
MWI,MWI.13_1,MWI.13.2_1,368.09738349079333,11966,32.507701865528986
MWI,MWI.13_1,MWI.13.3_1,12.106447835218296,55167,4556.827960676978
MWI,MWI.13_1,MWI.13.4_1,14.32907891112356,10694,746.3145444539583
MWI,MWI.13_1,MWI.13.5_1,653.6699533648675,150928,230.89328065803653
MWI,MWI.13_1,MWI.13.6_1,803.0247803628882,111616,138.99446533836795
MWI,MWI.13_1,MWI.13.7_1,390.9856893839882,40033,102.38993673418945
MWI,MWI.13_1,MWI.13.8_1,921.3137495973866,146101,158.57898578399164
MWI,MWI.13_1,MWI.13.9_1,572.9912460814814,99518,173.68153646425546
MWI,MWI.13_1,MWI.13.10_1,454.3730608782968,57644,126.8649155576586
MWI,MWI.13_1,MWI.13.11_1,760.4146426986347,94487,124.25720744234381
MWI,MWI.13_1,MWI.13.12_1,753.03060454502,138435,183.8371497313077
MWI,MWI.13_1,MWI.13.13_1,1156.6136719347662,124544,107.67986149745632
MWI,MWI.14_1,MWI.14.1_1,9.209451274551531,23504,2552.160742187603
MWI,MWI.14_1,MWI.14.2_1,435.49840278366906,84857,194.8503127855377
MWI,MWI.14_1,MWI.14.3_1,479.5482925367589,127812,266.5258160421931
MWI,MWI.14_1,MWI.14.4_1,579.3336752811439,112103,193.50333802984562
MWI,MWI.14_1,MWI.14.5_1,953.5028724304816,127735,133.96393833025706
MWI,MWI.14_1,MWI.14.6_1,280.93027189272294,56453,200.95022020822785
MWI,MWI.14_1,MWI.14.7_1,479.984799055417,144156,300.3345111838768
MWI,MWI.15_1,MWI.15.1_1,12.74035009082999,9677,759.5552658294005
MWI,MWI.15_1,MWI.15.2_1,491.62951602707585,7326,14.901464947024316
MWI,MWI.15_1,MWI.15.3_1,349.5669219443689,106895,305.79266311991495
MWI,MWI.15_1,MWI.15.4_1,138.30708109879032,90228,652.3744068863092
MWI,MWI.15_1,MWI.15.5_1,154.1739245895802,91816,595.5352063873281
MWI,MWI.15_1,MWI.15.6_1,429.0722651275787,185678,432.74295518679406
MWI,MWI.15_1,MWI.15.7_1,374.4475484603548,119962,320.37063800592927
MWI,MWI.15_1,MWI.15.8_1,116.19238669193363,54381,468.0255010526887
MWI,MWI.16_1,MWI.16.1_1,156.83457806600043,8652,55.16640594626392
MWI,MWI.16_1,MWI.16.2_1,12.444960021135714,20405,1639.6195701187846
MWI,MWI.16_1,MWI.16.3_1,297.18373673606925,49758,167.43177317334292
MWI,MWI.16_1,MWI.16.4_1,305.42991592239633,64754,212.0093567273636
MWI,MWI.17_1,MWI.17.1_1,9.949160132647034,21674,2178.47533973036
MWI,MWI.17_1,MWI.17.2_1,143.00123685872563,213237,1491.1549346294255
MWI,MWI.17_1,MWI.17.3_1,165.68159409849525,23594,142.4056795709831
MWI,MWI.17_1,MWI.17.4_1,986.7465321579708,92387,93.62789428603689
MWI,MWI.17_1,MWI.17.5_1,961.875093869574,55445,57.642619455866786
MWI,MWI.17_1,MWI.17.6_1,1788.1586475895456,185979,104.00587232609445
MWI,MWI.17_1,MWI.17.7_1,1181.9279233089444,169937,143.77949505096862
MWI,MWI.17_1,MWI.17.8_1,767.0084375793734,95367,124.33631147653574
MWI,MWI.17_1,MWI.17.9_1,666.2530656495628,47308,71.00605226315486
MWI,MWI.17_1,MWI.17.10_1,1996.1232738699575,208614,104.50957750497662
MWI,MWI.17_1,MWI.17.11_1,1479.5889969056534,104943,70.92712923620893
MWI,MWI.17_1,MWI.17.12_1,277.4827702376687,45689,164.65526836447032
MWI,MWI.17_1,MWI.17.13_1,153.84529465296427,239,1.5535086759664831
MWI,MWI.18_1,MWI.18.1_1,13.19444979358297,19,1.4399994162121499
MWI,MWI.18_1,MWI.18.2_1,266.4777293061251,28472,106.84570179330764
MWI,MWI.18_1,MWI.18.3_1,585.696553398326,39048,66.66933546635346
MWI,MWI.18_1,MWI.18.4_1,341.1798400652222,33322,97.66696647032235
MWI,MWI.18_1,MWI.18.5_1,430.4071680475186,61967,143.97297396580208
MWI,MWI.19_1,MWI.19.1_1,8003.960869239435,130274,16.27619151671079
MWI,MWI.19_1,MWI.19.2_1,43.8688307523356,5230,119.21904254814342
MWI,MWI.19_1,MWI.19.3_1,175.58670337579164,23261,132.47586265240528
MWI,MWI.19_1,MWI.19.4_1,115.1807827271922,5330,46.27508056291129
MWI,MWI.19_1,MWI.19.5_1,489.73167063946056,15189,31.014943305927442
MWI,MWI.19_1,MWI.19.6_1,218.3875971421813,24928,114.1456764312976
MWI,MWI.19_1,MWI.19.7_1,1741.38627248256,51113,29.35190245133387
MWI,MWI.19_1,MWI.19.8_1,39.20339905718991,5571,142.10502492074798
MWI,MWI.19_1,MWI.19.9_1,449.52825157836935,8578,19.082226689604486
MWI,MWI.19_1,MWI.19.10_1,349.65493687279826,31539,90.20035662037182
MWI,MWI.20_1,MWI.20.1_1,3640.2358699893302,41236,11.327837390965785
MWI,MWI.20_1,MWI.20.2_1,13.085061406619465,23844,1822.2306536473577
MWI,MWI.20_1,MWI.20.3_1,1843.002577926824,5696,3.0906088077247165
MWI,MWI.20_1,MWI.20.4_1,570.3769169746807,25707,45.070196978432676
MWI,MWI.20_1,MWI.20.5_1,130.15730178431613,26049,200.13475727367057
MWI,MWI.20_1,MWI.20.6_1,248.300809259148,34874,140.45060950084343
MWI,MWI.20_1,MWI.20.7_1,623.5056840998645,102080,163.7194376942524
MWI,MWI.20_1,MWI.20.8_1,328.8492985806664,58635,178.30355805249465
MWI,MWI.20_1,MWI.20.9_1,651.3931808919608,101059,155.14285836032033
MWI,MWI.21_1,MWI.21.1_1,354.2150421427643,9148,25.826119480021838
MWI,MWI.21_1,MWI.21.2_1,15.603814740896484,23005,1474.318965073684
MWI,MWI.21_1,MWI.21.3_1,70.14851211869117,11521,164.2372682189821
MWI,MWI.21_1,MWI.21.4_1,330.11711674233266,62371,188.93597707229048
MWI,MWI.21_1,MWI.21.5_1,36.81636866829045,12040,327.02845053727214
MWI,MWI.21_1,MWI.21.6_1,150.50337846572242,20392,135.49197504987794
MWI,MWI.21_1,MWI.21.7_1,358.9959194379433,73978,206.06919464662042
MWI,MWI.21_1,MWI.21.8_1,196.8321401013227,33568,170.54125399805287
MWI,MWI.21_1,MWI.21.9_1,60.358739806893325,14434,239.13686810193397
MWI,MWI.21_1,MWI.21.10_1,81.15028015604523,3162,38.96474533322297
MWI,MWI.21_1,MWI.21.11_1,352.95594432409376,43875,124.30729870273208
MWI,MWI.22_1,MWI.22.1_1,8.323850936125659,17748,2132.186188363053
MWI,MWI.22_1,MWI.22.2_1,92.99211990193471,20112,216.27639009852885
MWI,MWI.22_1,MWI.22.3_1,756.2651422698635,155397,205.47952208082674
MWI,MWI.22_1,MWI.22.4_1,520.0473818675442,114362,219.90688538670105
MWI,MWI.22_1,MWI.22.5_1,116.7177047030549,30903,264.7670298059859
MWI,MWI.22_1,MWI.22.6_1,206.58891985971857,51686,250.18766754333527
MWI,MWI.22_1,MWI.22.7_1,265.45194256328676,36298,136.74038189170963
MWI,MWI.22_1,MWI.22.8_1,430.53623857381893,71517,166.11145263150206
MWI,MWI.22_1,MWI.22.9_1,253.0795542161845,62001,244.98620677606291
MWI,MWI.22_1,MWI.22.10_1,709.5684734736533,65447,92.23493214066829
MWI,MWI.23_1,MWI.23.1_1,3.9543046541592295,7193,1819.030304717224
MWI,MWI.23_1,MWI.23.2_1,542.2060670457587,83679,154.3306227758201
MWI,MWI.23_1,MWI.23.3_1,213.44153710165807,23359,109.43980406622804
MWI,MWI.23_1,MWI.23.4_1,254.49709922304484,40823,160.40654343263122
MWI,MWI.23_1,MWI.23.5_1,539.0397297719603,129309,239.88769817524195
MWI,MWI.23_1,MWI.23.6_1,82.80545836803847,20432,246.74701888838783
MWI,MWI.23_1,MWI.23.7_1,127.99592852619668,5589,43.665451427668735
MWI,MWI.24_1,MWI.24.1_1,95.23839814028872,72,0.7559975955700353
MWI,MWI.24_1,MWI.24.2_1,880.7207181853233,312230,354.5164699240104
MWI,MWI.24_1,MWI.24.3_1,525.109244935643,104618,199.2309238677028
MWI,MWI.25_1,MWI.25.1_1,1993.86203069324,10883,5.458251289441588
MWI,MWI.25_1,MWI.25.2_1,1735.0226775363635,5887,3.393039224339831
MWI,MWI.25_1,MWI.25.3_1,12.528133763832397,14960,1194.1124098776934
MWI,MWI.25_1,MWI.25.4_1,105.17832833329273,1648,15.668627046227247
MWI,MWI.25_1,MWI.25.5_1,133.67980407208395,11581,86.63238310668974
MWI,MWI.25_1,MWI.25.6_1,134.78870060143183,15585,115.62541912236851
MWI,MWI.25_1,MWI.25.7_1,255.75020774946063,18829,73.6226185921435
MWI,MWI.25_1,MWI.25.8_1,437.5932101033573,30973,70.78034870030166
MWI,MWI.25_1,MWI.25.9_1,803.8942293449206,84029,104.52743275502023
MWI,MWI.25_1,MWI.25.10_1,88.80076407623595,15035,169.3116062277614
MWI,MWI.25_1,MWI.25.11_1,167.0300693551187,6640,39.7533212171687
MWI,MWI.25_1,MWI.25.12_1,950.9811349459926,15012,15.78580210305912
MWI,MWI.26_1,MWI.26.1_1,1161.17731130817,53654,46.206552158303865
MWI,MWI.26_1,MWI.26.2_1,16.755884426509393,36681,2189.141382591968
MWI,MWI.26_1,MWI.26.3_1,60.33642828117063,22640,375.2293704641667
MWI,MWI.26_1,MWI.26.4_1,270.8685839562564,40834,150.7520709991028
MWI,MWI.26_1,MWI.26.5_1,133.71344516594448,30266,226.3497134670228
MWI,MWI.26_1,MWI.26.6_1,459.0764681882935,77197,168.15717064447114
MWI,MWI.26_1,MWI.26.7_1,430.12501467745693,98717,229.5076934179848
MWI,MWI.26_1,MWI.26.8_1,180.91348996859548,10373,57.33679672975539
MWI,MWI.26_1,MWI.26.9_1,178.66749694108285,55510,310.6888547182418
MWI,MWI.26_1,MWI.26.10_1,211.7452632933342,44681,211.01298468293325
MWI,MWI.26_1,MWI.26.11_1,102.48669160806011,25394,247.77851252252617
MWI,MWI.27_1,MWI.27.1_1,9.662835139376304,8402,869.5170598287073
MWI,MWI.27_1,MWI.27.2_1,155.98389650455894,65101,417.3571853175068
MWI,MWI.27_1,MWI.27.3_1,132.39400743805442,56942,430.0949952485008
MWI,MWI.27_1,MWI.27.4_1,167.02287671499815,79493,475.94079064776264
MWI,MWI.27_1,MWI.27.5_1,62.33167097673065,21794,349.6456882751632
MWI,MWI.27_1,MWI.27.6_1,212.61686744542217,119758,563.2572873398267
MWI,MWI.27_1,MWI.27.7_1,127.81553092441536,53950,422.0926800507813
MWI,MWI.27_1,MWI.27.8_1,290.01885110106537,163079,562.3048273616203
MWI,MWI.27_1,MWI.27.9_1,139.13723017272082,68723,493.92243840623615
MWI,MWI.27_1,MWI.27.10_1,186.88142819351077,62493,334.3991995571125
MWI,MWI.27_1,MWI.27.11_1,127.93056408179812,46720,365.198108327948
MWI,MWI.27_1,MWI.27.12_1,113.74118199966036,42715,375.5455961423678
MWI,MWI.27_1,MWI.27.13_1,4.220703140167509,6469,1532.6830116138567
MWI,MWI.28_1,MWI.28.1_1,565.2888590320667,405,0.716447871789785
MWI,MWI.28_1,MWI.28.2_1,479.8531975890174,183080,381.5333542005561
MWI,MWI.28_1,MWI.28.3_1,123.14479739856566,2908,23.61447711500211
MWI,MWI.28_1,MWI.28.4_1,185.20675125085253,77850,420.34104844567133
MWI,MWI.28_1,MWI.28.5_1,366.6013924666568,89668,244.59263342311363
MWI,MWI.28_1,MWI.28.6_1,303.7975465189005,74454,245.07768694362352
MWI,MWI.28_1,MWI.28.7_1,687.2788008685942,151319,220.17120244180464
MWI,MWI.28_1,MWI.28.8_1,454.79495391984176,154222,339.102267232239
MWI,MWI.28_1,MWI.28.9_1,41.54798231316737,108332,2607.3949676653124
BDI,BDI.1_1,BDI.1.1_1,220.41695512297855,90704,411.51099265205335
BDI,BDI.1_1,BDI.1.2_1,274.7928993265599,82889,301.6417098226978
BDI,BDI.1_1,BDI.1.3_1,117.18711697714213,90584,772.9859931417958
BDI,BDI.1_1,BDI.1.4_1,287.4887771351705,92112,320.40207244921805
BDI,BDI.1_1,BDI.1.5_1,151.60269182320545,68070,449.00258155957556
BDI,BDI.2_1,BDI.2.1_1,29.313825882859103,58365,1991.040003895507
BDI,BDI.2_1,BDI.2.2_1,1.273964473828079,80664,63317.30723825943
BDI,BDI.2_1,BDI.2.3_1,1.4182838618054263,41878,29527.23437654487
BDI,BDI.2_1,BDI.2.4_1,2.462291066241161,83152,33770.1749155662
BDI,BDI.2_1,BDI.2.5_1,10.912693888262467,81140,7435.377628183357
BDI,BDI.2_1,BDI.2.6_1,2.2771006572253483,56944,25007.23884089796
BDI,BDI.2_1,BDI.2.7_1,23.361037704025257,105781,4528.095084653421
BDI,BDI.2_1,BDI.2.8_1,16.205404283638387,91467,5644.228209249224
BDI,BDI.2_1,BDI.2.9_1,5.733339884399051,36131,6301.911403912369
BDI,BDI.2_1,BDI.2.10_1,83.84713124482663,5348,63.782742720013715
BDI,BDI.2_1,BDI.2.11_1,8.578624301332338,68257,7956.637055360854
BDI,BDI.2_1,BDI.2.12_1,8.14788072542576,78425,9625.202263365481
BDI,BDI.2_1,BDI.2.13_1,0.9277344362632152,21672,23360.133194248767
BDI,BDI.2_1,BDI.2.14_1,12.39849132539116,84206,6791.632771283436
BDI,BDI.3_1,BDI.3.1_1,128.43111239780478,40124,312.4165106950037
BDI,BDI.3_1,BDI.3.2_1,105.6304297168559,99202,939.1422553700917
BDI,BDI.3_1,BDI.3.3_1,72.52923907775606,65556,903.8561666105404
BDI,BDI.3_1,BDI.3.4_1,79.14541769175803,104331,1318.2190838429894
BDI,BDI.3_1,BDI.3.5_1,417.7865268730481,10999,26.326842280728318
BDI,BDI.3_1,BDI.3.6_1,70.20198924190687,59135,842.3550477498369
BDI,BDI.3_1,BDI.3.7_1,111.85611041441862,40379,360.9905605549736
BDI,BDI.3_1,BDI.3.8_1,130.86144987781358,84560,646.179605062869
BDI,BDI.3_1,BDI.3.9_1,138.53746575596617,35275,254.62426216267687
BDI,BDI.3_1,BDI.3.10_1,82.30750098292752,59328,720.8091521610648
BDI,BDI.3_1,BDI.3.11_1,142.21434621553482,93822,659.7224717245251
BDI,BDI.3_1,BDI.3.12_1,78.39913390509652,70684,901.5915926515742
BDI,BDI.4_1,BDI.4.1_1,275.50460974361323,63040,228.81649805665873
BDI,BDI.4_1,BDI.4.2_1,383.6360763589428,122390,319.0263052463497
BDI,BDI.4_1,BDI.4.3_1,209.8432813469644,73100,348.3552083763556
BDI,BDI.4_1,BDI.4.4_1,687.6926813742807,5528,8.038474379213808
BDI,BDI.4_1,BDI.4.5_1,202.00119734472415,59388,293.9982573402855
BDI,BDI.4_1,BDI.4.6_1,290.7489358534207,74670,256.8195126177329
BDI,BDI.4_1,BDI.4.7_1,312.5920038203467,276813,885.5408859373458
BDI,BDI.4_1,BDI.4.8_1,282.7463831601539,62327,220.43429628840408
BDI,BDI.4_1,BDI.4.9_1,221.70399256111557,71358,321.86159200687035
BDI,BDI.4_1,BDI.4.10_1,223.99890036125495,43985,196.36257110665744
BDI,BDI.5_1,BDI.5.1_1,471.90828119488185,61323,129.9468613789291
BDI,BDI.5_1,BDI.5.2_1,177.92181587070905,58276,327.53712474667856
BDI,BDI.5_1,BDI.5.3_1,324.6582997610303,75913,233.82430098314725
BDI,BDI.5_1,BDI.5.4_1,539.8785669368714,66741,123.62224412550925
BDI,BDI.5_1,BDI.5.5_1,363.1856115418231,71071,195.68781840856525
BDI,BDI.6_1,BDI.6.1_1,178.29952829832388,81049,454.56654189455816
BDI,BDI.6_1,BDI.6.2_1,328.7563336305176,92316,280.80371556811446
BDI,BDI.6_1,BDI.6.3_1,326.49433836044193,81912,250.88337032531055
BDI,BDI.6_1,BDI.6.4_1,279.6150293998934,112305,401.6415006054135
BDI,BDI.6_1,BDI.6.5_1,251.3603617028198,88234,351.02591117496064
BDI,BDI.6_1,BDI.6.6_1,200.106431219209,129136,645.3365802048432
BDI,BDI.7_1,BDI.7.1_1,269.2174045533683,130914,486.2761388595449
BDI,BDI.7_1,BDI.7.2_1,82.17666155980848,34154,415.61678646610136
BDI,BDI.7_1,BDI.7.3_1,145.6474035666287,55368,380.1509580270069
BDI,BDI.7_1,BDI.7.4_1,154.23582440774618,82173,532.7750560904904
BDI,BDI.7_1,BDI.7.5_1,131.69932204999077,67278,510.8454542724407
BDI,BDI.7_1,BDI.7.6_1,299.9920497683331,231040,770.1537430022532
BDI,BDI.7_1,BDI.7.7_1,216.6725996971711,53976,249.11317847959856
BDI,BDI.7_1,BDI.7.8_1,169.93021320123398,66849,393.3909028928033
BDI,BDI.7_1,BDI.7.9_1,148.2423742641437,78120,526.9748301575561
BDI,BDI.7_1,BDI.7.10_1,113.78357668880058,47314,415.82450980078033
BDI,BDI.7_1,BDI.7.11_1,166.9654145880382,45388,271.84072888381104
BDI,BDI.8_1,BDI.8.1_1,221.57045769627956,101898,459.8898294450334
BDI,BDI.8_1,BDI.8.2_1,264.61327056946044,61797,233.53704017568694
BDI,BDI.8_1,BDI.8.3_1,199.1546491277492,80156,402.4811891214418
BDI,BDI.8_1,BDI.8.4_1,206.6928617193613,90212,436.4543567183563
BDI,BDI.8_1,BDI.8.5_1,172.76207601411645,58306,337.49305024116404
BDI,BDI.8_1,BDI.8.6_1,180.2533826376677,69358,384.7805737960459
BDI,BDI.8_1,BDI.8.7_1,166.5873544965579,73256,439.745262906577
BDI,BDI.9_1,BDI.9.1_1,98.04145730094038,64015,652.9380709173321
BDI,BDI.9_1,BDI.9.2_1,80.72017347750553,55929,692.8751214290423
BDI,BDI.9_1,BDI.9.3_1,104.7938180128727,86123,821.8328297707484
BDI,BDI.9_1,BDI.9.4_1,187.1493637746753,88162,471.0782779157378
BDI,BDI.9_1,BDI.9.5_1,117.12512685724133,153930,1314.2355029217472
BDI,BDI.9_1,BDI.9.6_1,154.02083521798653,86025,558.5283307823149
BDI,BDI.9_1,BDI.9.7_1,120.90044088845534,137387,1136.3647559131355
BDI,BDI.9_1,BDI.9.8_1,140.95252124946035,45077,319.8027222246128
BDI,BDI.9_1,BDI.9.9_1,173.43878788096723,145728,840.2272743050682
BDI,BDI.10_1,BDI.10.1_1,241.36046061131387,143078,592.7980069213257
BDI,BDI.10_1,BDI.10.2_1,512.9879999663012,229381,447.1469118479736
BDI,BDI.10_1,BDI.10.3_1,183.56548892794848,96432,525.3275033514096
BDI,BDI.10_1,BDI.10.4_1,171.68501637396565,62386,363.37475056128557
BDI,BDI.10_1,BDI.10.5_1,219.4428577286892,116928,532.8403084531707
BDI,BDI.10_1,BDI.10.6_1,247.17692782582617,123692,500.4188743989887
BDI,BDI.10_1,BDI.10.7_1,196.56663361332815,83860,426.62377870785235
BDI,BDI.11_1,BDI.11.1_1,458.47447940044657,137440,299.7767731362762
BDI,BDI.11_1,BDI.11.2_1,269.145765947385,56036,208.19944836492215
BDI,BDI.11_1,BDI.11.3_1,679.6944264515203,4557,6.704483401152373
BDI,BDI.11_1,BDI.11.4_1,277.92794955408084,51956,186.94053650725078
BDI,BDI.11_1,BDI.11.5_1,307.7229723603056,95186,309.3236727498815
BDI,BDI.11_1,BDI.11.6_1,368.6081788694266,187735,509.3077440001733
BDI,BDI.11_1,BDI.11.7_1,224.18458149275412,43269,193.00613678197357
BDI,BDI.12_1,BDI.12.1_1,173.3196249525733,78961,455.58026115973115
BDI,BDI.12_1,BDI.12.2_1,104.7606742462908,59374,566.758475231007
BDI,BDI.12_1,BDI.12.3_1,113.862429314477,60317,529.7357553597446
BDI,BDI.12_1,BDI.12.4_1,193.12182966864896,109978,569.4747206397954
BDI,BDI.12_1,BDI.12.5_1,75.70652501934029,43880,579.6065793376495
BDI,BDI.13_1,BDI.13.1_1,279.0645270425345,68976,247.16864135686728
BDI,BDI.13_1,BDI.13.2_1,277.7253791584216,125392,451.4963680307849
BDI,BDI.13_1,BDI.13.3_1,149.98030865749328,45727,304.8866908550358
BDI,BDI.13_1,BDI.13.4_1,175.4254475125143,117382,669.1275505603389
BDI,BDI.13_1,BDI.13.5_1,361.7379315802709,436152,1205.7126497479746
BDI,BDI.13_1,BDI.13.6_1,370.1645176435213,194540,525.5501019882932
BDI,BDI.13_1,BDI.13.7_1,171.71919136314403,52905,308.09019993647
BDI,BDI.14_1,BDI.14.1_1,122.3535387623808,45867,374.87268830921965
BDI,BDI.14_1,BDI.14.2_1,114.99438566839105,36415,316.6676337139608
BDI,BDI.14_1,BDI.14.3_1,113.77346745470145,64666,568.3750477741796
BDI,BDI.14_1,BDI.14.4_1,167.91566357830845,69139,411.7483653796039
BDI,BDI.14_1,BDI.14.5_1,137.87426567937484,69598,504.7932596924898
BDI,BDI.14_1,BDI.14.6_1,161.48349095190858,56820,351.8625939101203
BDI,BDI.15_1,BDI.15.1_1,122.7364114688688,69441,565.7734259047749
BDI,BDI.15_1,BDI.15.2_1,130.52654655459105,70348,538.9554987619155
BDI,BDI.15_1,BDI.15.3_1,233.6156270838631,111651,477.92607623769806
BDI,BDI.15_1,BDI.15.4_1,169.98423846527282,73099,430.0339882096414
BDI,BDI.15_1,BDI.15.5_1,119.52944414228588,71496,598.1455072684212
BDI,BDI.15_1,BDI.15.6_1,176.86818875509283,256714,1451.442465753232
