iso3,GID_1,GID_2,area,population,pop_density_sqkm
CAF,CAF.5_1,CAF.5.3_1,44091.97184399734,11706,0.2654905079187029
CAF,CAF.6_1,CAF.6.1_1,5655.965589571387,68173,12.053291152566258
CAF,CAF.6_1,CAF.6.2_1,10917.805895346972,94075,8.616658044826897
CAF,CAF.7_1,CAF.7.1_1,8646.433237645542,115913,13.405874632250507
CAF,CAF.7_1,CAF.7.2_1,8748.817987520913,193110,22.072696023102445
CAF,CAF.7_1,CAF.7.3_1,1137.5958460655138,31235,27.457027122619422
CAF,CAF.8_1,CAF.8.1_1,7297.4743899549885,184893,25.336574014498247
CAF,CAF.8_1,CAF.8.2_1,14940.578473325342,206583,13.826974662917491
CAF,CAF.8_1,CAF.8.3_1,7508.777283460307,103347,13.763492523295895
CAF,CAF.9_1,CAF.9.1_1,16323.152043185812,26647,1.6324665683135589
CAF,CAF.9_1,CAF.9.2_1,8018.276382553397,96314,12.01180844920303
CAF,CAF.9_1,CAF.9.3_1,7253.400371540079,80973,11.163453808190573
CAF,CAF.9_1,CAF.9.4_1,28809.88069111815,21284,0.7387743194147167
CAF,CAF.10_1,CAF.10.1_1,14767.435386618648,125281,8.48359899468543
CAF,CAF.10_1,CAF.10.2_1,5053.529936096101,36373,7.197543194549369
CAF,CAF.11_1,CAF.11.1_1,12594.813273657424,103055,8.182336471438113
CAF,CAF.11_1,CAF.11.2_1,7691.102517821573,69754,9.069440933646158
CAF,CAF.11_1,CAF.11.3_1,6941.856128610247,148990,21.462559471083082
CAF,CAF.12_1,CAF.12.1_1,3146.9691673260895,915327,290.8598563670496
CAF,CAF.12_1,CAF.12.2_1,4502.0699086161285,34316,7.622271687590974
CAF,CAF.12_1,CAF.12.3_1,11788.78231248662,51718,4.38705191334482
CAF,CAF.12_1,CAF.12.4_1,12467.76249782589,104220,8.359158270633863
CAF,CAF.13_1,CAF.13.1_1,10869.4587014915,10981,1.0102619000238895
CAF,CAF.13_1,CAF.13.2_1,8480.766127966595,160332,18.905367460998747
CAF,CAF.13_1,CAF.13.3_1,4731.883602881778,51315,10.844518653998275
CAF,CAF.13_1,CAF.13.4_1,17395.588836330466,59558,3.4237415335785517
CAF,CAF.13_1,CAF.13.5_1,8004.194825922653,98071,12.252450387937083
CAF,CAF.15_1,CAF.15.1_1,14662.387517944568,122784,8.374079586270023
CAF,CAF.15_1,CAF.15.2_1,12967.376492912555,220065,16.970664815684085
CAF,CAF.15_1,CAF.15.3_1,14844.408312637916,76172,5.131359795267172
CAF,CAF.15_1,CAF.15.4_1,3191.7890873435645,15982,5.007223084812714
CAF,CAF.15_1,CAF.15.5_1,7689.20488451005,70818,9.210055013966826
CAF,CAF.14_1,CAF.14.1_1,11513.52570650946,278536,24.192068276924307
CAF,CAF.14_1,CAF.14.2_1,11533.007260827831,98954,8.580069166877221
CAF,CAF.14_1,CAF.14.3_1,8932.509706901516,216414,24.22768148046817
CAF,CAF.16_1,CAF.16.1_1,5476.376707829599,15895,2.902466511712909
CAF,CAF.16_1,CAF.16.2_1,13052.132016488184,128068,9.812036825724512
CAF,CAF.17_1,CAF.17.1_1,40731.35071585006,68016,1.6698685117145522
CAF,CAF.17_1,CAF.17.2_1,6659.140644105497,4556,0.6841723644976407
GHA,GHA.1_1,GHA.1.1_1,614.2722544968499,202559,329.7544346454586
GHA,GHA.1_1,GHA.1.2_1,1414.9720594323453,149658,105.76745950732017
GHA,GHA.1_1,GHA.1.3_1,673.6372302685052,389209,577.7724010961584
GHA,GHA.1_1,GHA.1.4_1,729.8479725592179,132881,182.0666837424398
GHA,GHA.1_1,GHA.1.5_1,1222.4692634515086,110039,90.01371510095632
GHA,GHA.1_1,GHA.1.6_1,1190.2221219552632,225094,189.1193213836607
GHA,GHA.1_1,GHA.1.7_1,746.4984511227556,114629,153.55557647520183
GHA,GHA.1_1,GHA.1.8_1,1272.3573116119287,174093,136.82713056401147
GHA,GHA.1_1,GHA.1.9_1,1423.2643659360538,151544,106.47635367469655
GHA,GHA.1_1,GHA.1.10_1,1088.5915976731592,137218,126.05094536215462
GHA,GHA.1_1,GHA.1.11_1,768.8721912242162,243666,316.9135296882429
GHA,GHA.1_1,GHA.1.12_1,1780.481121860136,145125,81.50886758539873
GHA,GHA.1_1,GHA.1.13_1,671.5339712235516,297515,443.037899419921
GHA,GHA.1_1,GHA.1.14_1,617.8234102057244,154428,249.9549182647161
GHA,GHA.1_1,GHA.1.15_1,1318.3296599465543,95265,72.26189540775566
GHA,GHA.1_1,GHA.1.16_1,279.8342108032779,3424984,12239.332675473861
GHA,GHA.1_1,GHA.1.17_1,287.0671407301032,125752,438.05779958017
GHA,GHA.1_1,GHA.1.18_1,444.685676436024,75756,170.35853416092402
GHA,GHA.1_1,GHA.1.19_1,1601.954863284646,159775,99.7375167440096
GHA,GHA.1_1,GHA.1.20_1,4229.880599329381,137095,32.411080355728124
GHA,GHA.1_1,GHA.1.21_1,2709.293533114954,192339,70.99230764370601
GHA,GHA.2_1,GHA.2.1_1,1166.134481749414,106525,91.34881239442737
GHA,GHA.2_1,GHA.2.2_1,875.3823044956628,137260,156.8000624356693
GHA,GHA.2_1,GHA.2.3_1,1636.7933784624051,153503,93.78275964447015
