iso3,GID_1,area,population,pop_density_sqkm
ERI,ERI.4_1,33617.66878270698,896180,26.65800552062662
ERI,ERI.5_1,9750.08263109564,907861,93.11315958539538
ERI,ERI.6_1,22381.684196698865,515690,23.0407146963525
SOM,SOM.10_1,47602.14121358376,559923,11.762559114467317
SOM,SOM.11_1,58751.61923273858,513927,8.74745252491051
SOM,SOM.12_1,27764.224858958834,183963,6.625900810648408
SOM,SOM.13_1,54751.321994723105,396874,7.248665156217606
SOM,SOM.14_1,18528.890152946682,765455,41.31143277776237
SOM,SOM.15_1,25672.831235393653,1259837,49.07277224115178
SOM,SOM.16_1,38457.19963358303,221384,5.7566334030904
SOM,SOM.17_1,34489.0593064036,605661,17.560960263347823
SOM,SOM.18_1,28324.44757512493,1035228,36.54892111326319
SOM,SOM.1_1,16554.883887869906,448506,27.092065582449013
SOM,SOM.2_1,25803.7081112241,457192,17.718073620633252
SOM,SOM.3_1,211.22144592960984,1257395,5952.970326786943
SOM,SOM.4_1,69313.12857071916,567257,8.183976278335729
SOM,SOM.5_1,43988.67903111982,914632,20.792440694864762
SOM,SOM.6_1,49745.08983452057,502302,10.097519205833816
SOM,SOM.7_1,45112.42500191962,480910,10.660256015488779
SOM,SOM.8_1,34208.454483726135,485361,14.188334647825117
SOM,SOM.9_1,18811.659900654926,351866,18.70467581586194
SLE,SLE.1_1,15899.72314141874,1498414,94.24151519321963
SLE,SLE.2_1,36416.136914323106,2275947,62.4983096190203
SLE,SLE.3_1,20291.65816008696,1567674,77.257067294952
SLE,SLE.4_1,716.227332874774,1355727,1892.8724690782456
MWI,MWI.10_1,21.011819997507516,5597,266.373879114895
MWI,MWI.11_1,6443.630818199367,3129423,485.6614365865389
MWI,MWI.12_1,3999.481314827338,712488,178.14510030552773
MWI,MWI.13_1,9357.044865782147,1097683,117.31086210926762
MWI,MWI.14_1,3218.0077652547448,676620,210.2605243236376
MWI,MWI.15_1,2066.1299940305125,665963,322.32386245014027
MWI,MWI.16_1,771.8931907456017,143569,185.99594052814626
MWI,MWI.17_1,10577.642026911084,1264413,119.5363765178616
MWI,MWI.18_1,1636.955740610775,162828,99.4700076247915
MWI,MWI.19_1,11626.489313867314,301013,25.89027451657066
MWI,MWI.1_1,2199.048898143278,419837,190.91753728372333
MWI,MWI.20_1,8048.9067009134105,419180,52.079122740040006
MWI,MWI.21_1,2007.6972567049957,307494,153.15755349721144
MWI,MWI.22_1,3359.571328365185,625471,186.17583580354076
MWI,MWI.23_1,1763.9401246908162,310384,175.96062114319452
MWI,MWI.24_1,1501.0683612612552,416920,277.7488425974736
MWI,MWI.25_1,6819.10929057533,231062,33.8844840512162
MWI,MWI.26_1,3205.8660778148737,495947,154.69984957638616
MWI,MWI.27_1,1729.7576438324788,795639,459.9713739302631
MWI,MWI.28_1,3207.514281357663,842238,262.5827747346774
MWI,MWI.2_1,2091.899769374206,1282499,613.0786086293518
MWI,MWI.3_1,5070.830776699287,571964,112.7949295070548
MWI,MWI.4_1,786.4419505177775,363949,462.7792296181343
MWI,MWI.5_1,4138.938514190399,275736,66.61997974955075
MWI,MWI.6_1,5280.139996420561,849732,160.92982393952403
MWI,MWI.7_1,3165.401286177027,813434,256.97658099533237
MWI,MWI.8_1,8886.130186641398,375433,42.249324747052654
MWI,MWI.9_1,8226.319144885681,864528,105.0929321818834
BDI,BDI.10_1,1772.7853850473728,855757,482.71889379160933
BDI,BDI.11_1,2585.7583540759188,576179,222.82785980049982
BDI,BDI.12_1,660.7710832013304,352510,533.4827884600296
BDI,BDI.13_1,1785.8173029579,1041074,582.9678087874048
BDI,BDI.14_1,818.3948120950652,342505,418.5082736817428
BDI,BDI.15_1,1406.346535794613,831634,591.3435834149587
BDI,BDI.16_1,1847.8406259598873,535193,289.6315799540268
BDI,BDI.17_1,2253.008558690883,604987,268.5240576056797
BDI,BDI.1_1,1051.4884403850565,424359,403.57932974003893
BDI,BDI.2_1,206.8578037355234,893430,4319.05388081123
BDI,BDI.3_1,1557.900722150887,763395,490.0151782111203
BDI,BDI.4_1,3090.468061924817,852599,275.8802171438656
BDI,BDI.5_1,1877.5525753053157,333324,177.53111384686363
BDI,BDI.6_1,1564.6320226112057,584952,373.8591512551155
BDI,BDI.7_1,1898.562844345263,892574,470.13139578627556
BDI,BDI.8_1,1411.6340522611927,534983,378.9813649954463
BDI,BDI.9_1,1177.1425246601048,862376,732.6011777962126
COG,COG.10_1,49.809808116720944,90735,1821.6291816940495
COG,COG.11_1,35232.63801880627,597231,16.95107245961014
COG,COG.12_1,57736.572252143116,109231,1.8918857794843453
COG,COG.1_1,12559.589267444364,267031,21.26112520989595
COG,COG.2_1,103.12338526251968,653042,6332.627641514683
COG,COG.3_1,24628.658341397153,173537,7.046141027841124
COG,COG.4_1,44847.7436589913,173130,3.8603948799838905
COG,COG.5_1,13545.706435134367,406911,30.039850778440677
COG,COG.6_1,21156.49799901709,161196,7.619219400464528
COG,COG.7_1,66770.12232058357,1132200,16.95668602438625
COG,COG.8_1,25578.73797767445,154471,6.039039147858854
COG,COG.9_1,39863.416915938564,114131,2.863051108756487
MOZ,MOZ.10_1,104508.67365420576,3514178,33.6257066243858
MOZ,MOZ.11_1,107294.4200968116,5757322,53.659099837672606
MOZ,MOZ.1_1,79557.44574253295,2181418,27.41940719237762
MOZ,MOZ.2_1,82018.97543780526,1532460,18.684212913169826
MOZ,MOZ.3_1,74386.89648979537,1485247,19.966513863147267
MOZ,MOZ.4_1,66048.33046455619,2367474,35.84456992853844
MOZ,MOZ.5_1,776.8771832159882,2491014,3206.4450518267386
MOZ,MOZ.6_1,25362.21768690488,833855,32.87784255674689
MOZ,MOZ.7_1,80801.05637455054,5937006,73.47683639777198
MOZ,MOZ.8_1,132607.49721292252,2202865,16.611918981194165
MOZ,MOZ.9_1,71888.21318000722,2322440,32.30626965486871
TGO,TGO.1_1,13379.977479516336,852759,63.73396377576159
TGO,TGO.2_1,11688.219930953204,952453,81.48828526726096
TGO,TGO.3_1,6299.008806933767,3936215,624.89434776899
TGO,TGO.4_1,17390.901133761094,1799303,103.46232125412978
TGO,TGO.5_1,8870.232789606194,1208284,136.21784553566866
MLI,MLI.1_1,247.18610854315375,3318968,13427.000487855386
MLI,MLI.2_1,183579.96457827283,914885,4.983577603916147
MLI,MLI.3_1,125397.3542043985,2957355,23.583870798258566
MLI,MLI.4_1,153768.38907397047,133267,0.866673578376969
MLI,MLI.5_1,93411.06152842368,4467512,47.826370099012294
MLI,MLI.6_1,84083.72122775382,2911710,34.62870050807077
MLI,MLI.7_1,63330.337754309156,3358993,53.039240261614516
MLI,MLI.8_1,72777.68873765842,4080333,56.065712868518915
MLI,MLI.9_1,534952.9212870265,1101648,2.0593363568322602
CIV,CIV.10_1,40854.65828342458,1982116,48.5162790066507
CIV,CIV.11_1,27865.00115318679,1591745,57.12344999554969
CIV,CIV.12_1,31857.358532146696,1027097,32.240494734162425
CIV,CIV.13_1,2072.195870052579,406554,196.19477380277007
CIV,CIV.14_1,38398.18691176462,1054136,27.452754538184426
CIV,CIV.1_1,2123.458646288618,5446224,2564.7892929390982
CIV,CIV.2_1,27881.47706033256,2672667,95.8581568048433
CIV,CIV.3_1,14670.905775030347,1375287,93.74247378377393
CIV,CIV.4_1,21488.757994686945,342107,15.920277946477192
CIV,CIV.5_1,15810.429690624871,1896541,119.95505733310931
CIV,CIV.6_1,26374.02011058078,1461035,55.39675005456825
CIV,CIV.7_1,20055.022541131228,1591407,79.35204244902508
CIV,CIV.8_1,30616.488976653265,2863998,93.54429902736247
CIV,CIV.9_1,24461.14059720173,2762368,112.92883048617959
TCD,TCD.10_1,20399.868879237136,627946,30.78186451674303
TCD,TCD.11_1,8905.715953451505,839446,94.25923804303054
TCD,TCD.12_1,23971.86932318376,1264747,52.75963183967607
TCD,TCD.13_1,17626.092940873663,878097,49.81801712640214
TCD,TCD.14_1,18347.31131727569,1065551,58.07668391153778
TCD,TCD.15_1,12692.218082606745,770138,60.67796778999467
TCD,TCD.16_1,42034.66520929037,827853,19.694530594644313
TCD,TCD.17_1,30580.009909792418,1174422,38.404892721238895
TCD,TCD.18_1,69179.70384282654,425099,6.144851399852875
TCD,TCD.19_1,36523.799684165875,631788,17.297981192080034
TCD,TCD.1_1,58141.66005869856,437984,7.533049444371228
TCD,TCD.20_1,17767.928670313733,847951,47.72368325728018
TCD,TCD.21_1,134953.6774145476,47053,0.34866037666734845
TCD,TCD.22_1,410.84300318243794,1387066,3376.1460929250943
TCD,TCD.23_1,55993.75770642096,1041274,18.59625148680804
TCD,TCD.2_1,93089.02296500321,700390,7.523873145207586
TCD,TCD.3_1,269703.40998443787,263506,0.9770213881063073
TCD,TCD.4_1,46924.52022552627,798581,17.018415876430918
TCD,TCD.5_1,81197.57650247504,285897,3.5210041027675913
TCD,TCD.6_1,116911.76804835856,113827,0.9736145633595876
TCD,TCD.7_1,62250.78651514149,793251,12.742826948974447
TCD,TCD.8_1,31156.323123603368,777640,24.959299494839186
TCD,TCD.9_1,70018.59687852357,550170,7.857483933225613
MDG,MDG.1_1,63193.9485651485,7962968,126.00839448718325
MDG,MDG.2_1,45080.93807103302,1928950,42.788594970242116
MDG,MDG.3_1,108411.6611165902,5736687,52.91577438178481
MDG,MDG.4_1,157926.4612863765,3706096,23.467226263491956
MDG,MDG.5_1,74774.30070794202,3602079,48.17268721869052
MDG,MDG.6_1,177393.57174841937,4571480,25.770268645829514
BWA,BWA.10_1,25.471938187880298,37216,1461.0588218884575
BWA,BWA.11_1,5601.16951367137,91665,16.36533223575246
BWA,BWA.12_1,118006.05972592534,182420,1.5458528182677997
BWA,BWA.13_1,48.65161969535225,38681,795.0608888709875
BWA,BWA.14_1,1851.5445005754957,213351,115.22866446563202
BWA,BWA.15_1,30103.830317648248,244894,8.13497808803526
BWA,BWA.16_1,3.7836261046611015,188,49.687784891958586
BWA,BWA.1_1,157280.17797200364,676087,4.298615430867236
BWA,BWA.2_1,22055.0346097058,28973,1.3136683080628584
BWA,BWA.3_1,102.81915571775424,97115,944.5224415826507
BWA,BWA.4_1,309.7640642198268,171852,554.7835267232409
BWA,BWA.5_1,123528.03910666476,56071,0.45391313911802217
BWA,BWA.6_1,14.89872672410464,808,54.23282237217878
BWA,BWA.7_1,115691.00276505109,59548,0.5147159120137625
BWA,BWA.8_1,8540.886876908811,112470,13.16842168979834
BWA,BWA.9_1,40304.65465726688,388722,9.644593243771011
CMR,CMR.10_1,47294.24625365641,983318,20.791493213066648
CMR,CMR.1_1,64404.569205320724,1470160,22.826951847362782
CMR,CMR.2_1,69023.13223556943,5800976,84.04394022864417
CMR,CMR.3_1,109159.515168808,1075232,9.85009871413614
CMR,CMR.4_1,34944.69632228726,4691428,134.25293374227638
CMR,CMR.5_1,20172.26810310428,4427943,219.50645199478538
CMR,CMR.6_1,17586.437458028988,2361381,134.2728455172099
CMR,CMR.7_1,67088.45483709508,3166340,47.1964961436143
CMR,CMR.8_1,13955.08090500467,2157616,154.61150062026658
CMR,CMR.9_1,25026.246410952903,1997386,79.81164922622318
GAB,GAB.1_1,19863.764352158418,1102040,55.479917122569525
GAB,GAB.2_1,33712.883891704376,810901,24.05314842256897
GAB,GAB.3_1,17824.110210973005,109393,6.137361063479887
GAB,GAB.4_1,38408.80026295678,152166,3.961748322213436
GAB,GAB.5_1,21823.848041375935,71073,3.2566667374723455
GAB,GAB.6_1,43459.15617940106,97192,2.236398691193812
GAB,GAB.7_1,29066.016116493436,123632,4.2534896940983025
GAB,GAB.8_1,22892.642656834418,176774,7.721869539042733
GAB,GAB.9_1,37519.10584902901,328903,8.766280340567125
BFA,BFA.10_1,16875.409439635714,1598940,94.74970107952035
BFA,BFA.11_1,8799.821624092527,923850,104.98508259197483
BFA,BFA.12_1,37269.86140783835,1493588,40.07495449623214
BFA,BFA.13_1,16607.690440440863,931233,56.07239629975182
BFA,BFA.1_1,35391.57071747814,1936936,54.728737965942926
BFA,BFA.2_1,18874.065675394195,1137265,60.25543301370586
BFA,BFA.3_1,14986.2159706082,1715903,114.49875027594186
BFA,BFA.4_1,20200.352473918494,1737819,86.02914242431015
BFA,BFA.5_1,22295.721174129954,1712523,76.80949123040995
BFA,BFA.6_1,11750.964277841951,879584,74.85206994106652
BFA,BFA.7_1,2936.519989608626,4218875,1436.6920759706063
BFA,BFA.8_1,47666.76744950342,2030751,42.60307775540495
BFA,BFA.9_1,26136.147834555617,2479744,94.87794512401074
BEN,BEN.10_1,1355.803363903438,1421029,1048.1084778465024
BEN,BEN.11_1,3249.326943561194,817324,251.5363994440738
BEN,BEN.12_1,5185.331643927182,1068549,206.0714865270835
BEN,BEN.1_1,26984.058064688645,1206969,44.72896541752704
BEN,BEN.2_1,21136.828854763025,1033411,48.891487322949516
BEN,BEN.3_1,3090.3131976448167,1969990,637.4726035863824
BEN,BEN.4_1,26455.570600408097,1698336,64.1957803765458
BEN,BEN.5_1,14381.007997302324,869533,60.4639813956791
BEN,BEN.6_1,11086.4639674532,721428,65.07286742805583
BEN,BEN.7_1,2498.3814971952756,925378,370.3909915434631
BEN,BEN.8_1,42.17575007189039,624111,14797.863676073948
BEN,BEN.9_1,1601.017097680534,583767,364.6225895062143
UGA,UGA.10_1,2479.1880562630486,1181582,476.60039221914957
UGA,UGA.11_1,699.1735684376777,518098,741.0148543768668
UGA,UGA.12_1,1746.6279775134321,582012,333.22035802299183
UGA,UGA.13_1,1826.743837649328,545054,298.374620878087
UGA,UGA.14_1,1624.4292878657002,275565,169.63803968473042
UGA,UGA.15_1,432.38435383756257,47534,109.93459772103014
UGA,UGA.16_1,179.82759951909836,1722877,9580.715110513524
UGA,UGA.17_1,4296.504424119912,1267967,295.11595353697976
UGA,UGA.18_1,2394.860697365975,523683,218.66950364836708
UGA,UGA.19_1,1310.8521437529623,280401,213.90741994532922
UGA,UGA.1_1,3095.6185160676823,245736,79.38187432479721
UGA,UGA.20_1,1733.9075906445044,358635,206.83628235729282
UGA,UGA.21_1,3336.8483901017917,793425,237.77676035673778
UGA,UGA.22_1,5025.86663534534,527274,104.91205562277513
UGA,UGA.23_1,1701.0037769906987,410591,241.38159218340476
UGA,UGA.24_1,4238.348063628612,1092334,257.7263555520287
UGA,UGA.25_1,4049.439454599544,457911,113.08009543885959
UGA,UGA.26_1,711.7357481583996,319554,448.97843170985703
UGA,UGA.27_1,9572.22100983483,371879,38.849813394187066
UGA,UGA.28_1,13277.683216113302,518161,39.02495575215856
UGA,UGA.29_1,2842.391190221221,713945,251.17760090736638
UGA,UGA.2_1,6520.724807653374,1205720,184.90582497590552
UGA,UGA.30_1,4094.009350802412,972560,237.5568584887041
UGA,UGA.31_1,3191.593905200212,8259,2.587735233653388
UGA,UGA.32_1,28342.394216375164,128723,4.541712285041491
UGA,UGA.33_1,7259.33771495321,1269787,174.91774730144022
UGA,UGA.34_1,5699.002811716433,762068,133.71953395658693
UGA,UGA.35_1,3608.911067983742,989139,274.0823980881914
UGA,UGA.36_1,8693.29168440495,814805,93.72801806037327
UGA,UGA.37_1,1092.6396012099267,548532,502.02463776032556
UGA,UGA.38_1,1367.8650519179444,1289128,942.437997222355
UGA,UGA.39_1,10030.79240762723,1841870,183.62158493076538
UGA,UGA.3_1,5572.914905303257,1393048,249.96757059296883
UGA,UGA.40_1,8524.979716882608,296362,34.763953679924164
UGA,UGA.41_1,1859.663719799751,117605,63.239928137471935
UGA,UGA.42_1,3294.180085122784,576714,175.07057449729683
UGA,UGA.43_1,6193.122510780583,1243816,200.83826822977366
UGA,UGA.44_1,3345.7571950452916,1287648,384.85996590155105
UGA,UGA.45_1,5818.3111757396055,364151,62.58706160619027
UGA,UGA.46_1,3511.4160039989183,217482,61.9356976650799
UGA,UGA.47_1,2900.6411916218685,755066,260.31003151334664
UGA,UGA.48_1,2056.245374493379,557403,271.0780565949401
UGA,UGA.49_1,6868.933001879886,458820,66.79640052893664
UGA,UGA.4_1,1606.3281184031316,722746,449.9367169881143
UGA,UGA.50_1,1997.2314648348088,986459,493.91320804250904
UGA,UGA.51_1,4228.381933422057,703108,166.2829921872668
UGA,UGA.52_1,1520.4503200886618,343360,225.82783236217657
UGA,UGA.53_1,2322.715077370009,296905,127.82669854461145
UGA,UGA.54_1,1099.0656204416682,516487,469.93281419579444
UGA,UGA.55_1,3371.9405786683465,728289,215.98512281245993
UGA,UGA.56_1,1849.138863554795,917552,496.20502715306776
UGA,UGA.57_1,1928.2823823083268,2919613,1514.1003344670721
UGA,UGA.58_1,2325.457598770793,668054,287.2785125616243
UGA,UGA.5_1,2048.2033493637364,332770,162.46921972048003
UGA,UGA.6_1,4295.78349873962,967728,225.2739227393398
UGA,UGA.7_1,734.5526948972824,384141,522.9590779102881
UGA,UGA.8_1,11868.456565120887,993354,83.69698237926544
UGA,UGA.9_1,3643.967638227874,735114,201.73450287761034
DJI,DJI.1_1,2152.3391074731853,136234,63.295788069351545
DJI,DJI.2_1,8081.629625058753,138956,17.194056947269445
DJI,DJI.3_1,788.7478518085038,588222,745.7668488748055
DJI,DJI.4_1,4530.94689534689,67287,14.850538210699662
DJI,DJI.5_1,6774.9272619268595,167106,24.66535706428726
ETH,ETH.10_1,109662.25784072788,21624783,197.19439874571586
ETH,ETH.11_1,54085.18667580106,5945029,109.91972784777207
ETH,ETH.1_1,548.2697332921961,3557079,6487.826673635261
ETH,ETH.2_1,96639.65514257885,1847657,19.119035527124243
ETH,ETH.3_1,158490.05622354953,22339006,140.9489436264123
ETH,ETH.4_1,51010.457201885,1149282,22.530321487836623
ETH,ETH.5_1,1066.7700802623183,469755,440.3526202051781
ETH,ETH.6_1,30906.196299956795,581861,18.826677807673583
ETH,ETH.7_1,371.25998920956215,254481,685.4522636328451
ETH,ETH.8_1,325903.1951937661,39748463,121.96401749411358
ETH,ETH.9_1,314678.23095331993,6286880,19.978757287893263
NAM,NAM.10_1,9113.185009818895,192365,21.10842694324087
NAM,NAM.11_1,40722.30326306948,206128,5.061796202154773
NAM,NAM.12_1,111414.12659781954,157042,1.4095340043088704
NAM,NAM.13_1,15091.289748589577,101829,6.747534617411801
NAM,NAM.1_1,180348.86251898934,84402,0.4679929710735665
NAM,NAM.2_1,68496.98653025922,206909,3.020702230580551
NAM,NAM.3_1,120383.09170079422,92101,0.7650659133170641
NAM,NAM.4_1,51239.38016570157,237781,4.640590874265981
NAM,NAM.5_1,40158.86200846432,444549,11.069760888799639
NAM,NAM.6_1,121929.99288337342,105121,0.8621422630652387
NAM,NAM.7_1,11145.732061564142,260065,23.333146585932163
NAM,NAM.8_1,91200.73383361223,75218,0.8247521356267666
NAM,NAM.9_1,27972.538220747247,258103,9.227013936424434
NGA,NGA.10_1,16600.298214726612,5895328,355.1338610754644
NGA,NGA.11_1,6229.721281253781,3200849,513.8029223926699
NGA,NGA.12_1,19705.05013421346,4722618,239.66536333750398
NGA,NGA.13_1,5267.237748493342,3589224,681.4243387868097
NGA,NGA.14_1,7748.199087992803,4798520,619.3077830738953
NGA,NGA.15_1,7445.645174961703,4843087,650.4590114348165
NGA,NGA.16_1,18492.192084864277,3717361,201.0232741981213
NGA,NGA.17_1,5320.421820272053,6011149,1129.825642225606
NGA,NGA.18_1,24558.877412756436,6442836,262.34244716142626
NGA,NGA.19_1,45037.346535391196,9237892,205.11625818676262
NGA,NGA.1_1,4728.490395172295,4182125,884.4524680159815
NGA,NGA.20_1,20510.01038490525,14707887,717.1077305170242
NGA,NGA.21_1,24271.06751602236,8690706,358.06855196059655
NGA,NGA.22_1,36733.70116157238,4970113,135.30117692576272
NGA,NGA.23_1,29192.778972194672,4980358,170.60239467930256
NGA,NGA.24_1,35843.9436881376,3525124,98.34643282197278
NGA,NGA.25_1,3790.093532941232,13544034,3573.5355558598585
NGA,NGA.26_1,26605.53320104448,2782928,104.59959509064633
NGA,NGA.27_1,72029.31284040534,6249574,86.76431515940075
NGA,NGA.28_1,16199.650095344361,5876761,362.770860198328
NGA,NGA.29_1,14641.526990627834,5184274,354.08014500936264
NGA,NGA.2_1,34712.35755443365,4648214,133.90660639257862
