iso3,GID_1,area,population,pop_density_sqkm
NGA,NGA.30_1,9275.036454241714,5253311,566.3924908454161
NGA,NGA.31_1,27688.017949118203,8719944,314.9356525275479
NGA,NGA.32_1,27929.01722009176,4763762,170.56676081580895
NGA,NGA.33_1,8201.483781513742,6014937,733.3961951565095
NGA,NGA.34_1,32551.988023387355,5580959,171.4475624650112
NGA,NGA.35_1,60887.36708585678,3386401,55.61746487124108
NGA,NGA.36_1,46603.33743646168,3715618,79.72858177948778
NGA,NGA.37_1,35289.683877669064,4978597,141.07797103703734
NGA,NGA.3_1,6746.013527691824,6034989,894.6007853715195
NGA,NGA.4_1,4628.54068228457,6063132,1309.9446275164507
NGA,NGA.5_1,49922.665299096545,7273678,145.69891163506514
NGA,NGA.6_1,9698.248301963495,2454939,253.13220733923427
NGA,NGA.7_1,31589.86990327443,6380749,201.98718828337456
NGA,NGA.8_1,72919.89090028418,6641673,91.08177368342876
NGA,NGA.9_1,21397.65222017432,4260427,199.1072177527564
SEN,SEN.10_1,21081.043680182094,1086608,51.54431708812882
SEN,SEN.11_1,7542.474703307959,556204,73.74290559517044
SEN,SEN.12_1,44138.025754916416,839262,19.01448888222004
SEN,SEN.13_1,6872.030638654232,2130997,310.0971331549999
SEN,SEN.14_1,7559.804058754882,667519,88.29845255406553
SEN,SEN.1_1,588.2734630508803,3580821,6087.000731648321
SEN,SEN.2_1,5023.071845132436,1815113,361.355173878096
SEN,SEN.3_1,7057.92093400086,877122,124.27484073596638
SEN,SEN.4_1,11660.228081695363,698642,59.916666732853436
SEN,SEN.5_1,5577.775380202102,1175557,210.75732166851895
SEN,SEN.6_1,17325.127189879127,188778,10.89619706285787
SEN,SEN.7_1,14189.585079927827,814248,57.38349609332915
SEN,SEN.8_1,25582.524790117375,1057161,41.32356007364782
SEN,SEN.9_1,28964.499414395872,685191,23.656234834131048
MRT,MRT.10_1,1566.7260635002258,1352947,863.5504518111982
MRT,MRT.11_1,99966.06131638576,85457,0.8548601282742793
MRT,MRT.12_1,285891.1716147999,61372,0.21466909822136993
MRT,MRT.13_1,72157.54488203743,267563,3.708039130729986
MRT,MRT.1_1,237583.480180696,60647,0.2552660646012696
MRT,MRT.2_1,37391.67904918086,382775,10.23690322909919
MRT,MRT.3_1,34747.09867247881,368922,10.61734688922969
MRT,MRT.4_1,18599.656764191408,137969,7.417825057160295
MRT,MRT.5_1,14345.248810515232,396778,27.65919261777859
MRT,MRT.6_1,11070.222486293484,339265,30.64662886586593
MRT,MRT.7_1,196210.9444718364,604637,3.081566125822242
MRT,MRT.8_1,52393.84287998704,358652,6.845308156180216
MRT,MRT.9_1,47511.34931318647,26350,0.5546043288795153
LBR,LBR.10_1,2202.0599227915236,176897,80.33250965112244
LBR,LBR.11_1,1816.000634143428,1389858,765.3400411148914
LBR,LBR.12_1,11972.315619934569,566625,47.32793704974984
LBR,LBR.13_1,5329.078599192966,94468,17.72689185224369
LBR,LBR.14_1,6225.052152058843,103117,16.564841142077114
LBR,LBR.15_1,9390.662030074549,121383,12.925925734656259
LBR,LBR.1_1,2121.3585553327457,152614,71.94163363678128
LBR,LBR.2_1,8459.13385322139,371062,43.865247487329086
LBR,LBR.3_1,9337.003756930377,106550,11.411583712913624
LBR,LBR.4_1,4983.091297701578,160032,32.11500461045412
LBR,LBR.5_1,7526.409749435366,249318,33.12575428393384
LBR,LBR.6_1,10321.134779678301,168499,16.32562732653821
LBR,LBR.7_1,3707.111634257397,61702,16.64422496204651
LBR,LBR.8_1,10330.931740862628,326257,31.580597779920833
LBR,LBR.9_1,2824.630670078808,343622,121.65201052299443
TZA,TZA.10_1,65975.95996605432,921297,13.96413179094358
TZA,TZA.11_1,46869.57828741423,1843569,39.3340214988674
TZA,TZA.12_1,30620.01057015055,2102183,68.65389530757645
TZA,TZA.13_1,62312.76784379472,3382623,54.28458913074668
TZA,TZA.14_1,70822.05511883728,2690828,37.994209508392146
TZA,TZA.15_1,18244.639612249477,1390020,76.1878573401219
TZA,TZA.16_1,25928.78855721023,3387705,130.65419514395143
TZA,TZA.17_1,21608.786597281673,747323,34.584218629564845
TZA,TZA.1_1,38110.65640606757,2116291,55.53016399011871
TZA,TZA.20_1,32341.989924130656,1275644,39.442347332135874
TZA,TZA.21_1,28402.24054659982,1303116,45.88074655103232
TZA,TZA.22_1,64170.09468059107,1638792,25.53825123925943
TZA,TZA.23_1,16445.42688449451,1817616,110.52409966406711
TZA,TZA.24_1,25077.57237744223,2068426,82.48110976884628
TZA,TZA.25_1,48824.04353477166,1658098,33.96068575965304
TZA,TZA.26_1,75809.87822319208,2922045,38.544383245112186
TZA,TZA.27_1,28125.64500578563,2457245,87.36670748331385
TZA,TZA.28_1,474.7926843079275,213394,449.44668916086965
TZA,TZA.29_1,898.5440522795939,125242,139.38326082317587
TZA,TZA.2_1,1653.9008690307198,6762996,4089.118112600969
TZA,TZA.30_1,241.4445243154042,810487,3356.8249364862104
TZA,TZA.3_1,42064.37196360681,2460219,58.48700182968447
TZA,TZA.4_1,19743.482362427505,2486796,125.9552876412752
TZA,TZA.5_1,36813.50383107431,1041464,28.290271004329103
TZA,TZA.6_1,36623.78689948881,2846832,77.73177601248372
TZA,TZA.7_1,49422.69962171031,729170,14.753746873019693
TZA,TZA.8_1,44504.8893574532,2582164,58.01978248413659
TZA,TZA.9_1,13225.878314942998,1877356,141.94565799678546
KEN,KEN.10_1,22008.16074533774,1026819,46.656284088506744
KEN,KEN.11_1,2435.2562216461447,1886961,774.8511155530415
KEN,KEN.12_1,2580.740126174808,1116035,432.44764890535305
KEN,KEN.13_1,2572.8284122445098,1865543,725.09421581384
KEN,KEN.14_1,12681.143545698604,1512335,119.25856643370135
KEN,KEN.15_1,1479.2609563837204,625522,422.86115732357604
KEN,KEN.16_1,1305.365216242512,1449097,1110.108483027623
KEN,KEN.17_1,2660.546732241792,1243014,467.20246817564043
KEN,KEN.18_1,30440.39526323167,1270510,41.737631493064846
KEN,KEN.19_1,8387.647215106326,837341,99.83025972908487
KEN,KEN.1_1,10832.582153711937,793693,73.26904968156921
KEN,KEN.20_1,9541.72470446618,575187,60.2812403223888
KEN,KEN.21_1,6672.449057376043,104626,15.680299557228008
KEN,KEN.22_1,6027.463634648229,1366860,226.77200276128613
KEN,KEN.23_1,8197.790314995756,1120943,136.7372129474356
KEN,KEN.24_1,25824.246380077897,2688780,104.11843042491486
KEN,KEN.25_1,75831.25455617189,363879,4.798535935212007
KEN,KEN.26_1,6964.32727539428,1711662,245.7756409649912
KEN,KEN.27_1,3203.0408596484326,1172351,366.01187789052364
KEN,KEN.28_1,270.23785246704034,1166928,4318.151544452215
KEN,KEN.29_1,2521.870497501263,1128872,447.6328190200554
KEN,KEN.2_1,2376.286228827084,1092670,459.82255283250674
KEN,KEN.30_1,700.8460889311775,4762843,6795.847298318457
KEN,KEN.31_1,7475.475064606277,2381062,318.5164794774695
KEN,KEN.32_1,2845.259860672017,1147698,403.3719435837144
KEN,KEN.33_1,18013.460409914907,1304766,72.43283468632352
KEN,KEN.34_1,899.5115539547858,769482,855.4442648534098
KEN,KEN.35_1,3271.852349470321,719526,219.9139579499924
KEN,KEN.36_1,3329.4509598075547,830790,249.52762783687928
KEN,KEN.37_1,20975.375744299112,326611,15.57116325264254
KEN,KEN.38_1,3494.406543208781,1078883,308.7457016404573
KEN,KEN.39_1,17193.796980536634,397554,23.121943364227857
KEN,KEN.3_1,3571.390286633018,2101331,588.378987271386
KEN,KEN.40_1,39230.42267623171,404367,10.307485171323206
KEN,KEN.41_1,2576.385057494128,443678,172.20950676974311
KEN,KEN.42_1,2463.150621189144,1197475,486.15581592890595
KEN,KEN.43_1,63830.373303235516,1235720,19.359435579822346
KEN,KEN.44_1,3427.1281663424415,1348282,393.41452509461783
KEN,KEN.45_1,558.1014089198733,723430,1296.2339611363766
KEN,KEN.46_1,56642.59722110733,1778290,31.39492338351563
KEN,KEN.47_1,9482.16607719929,785961,82.88833939429863
KEN,KEN.4_1,1790.4876565137088,963292,538.0053844524365
KEN,KEN.5_1,2792.2685415695346,506634,181.44171753452514
KEN,KEN.6_1,2822.598537592584,652485,231.16464892542228
KEN,KEN.7_1,43930.38232993097,1558110,35.46770861901689
KEN,KEN.8_1,4666.410943265784,1195561,256.2056823832338
KEN,KEN.9_1,25448.150683422733,186903,7.344462956270969
ZAF,ZAF.1_1,198784.5252893204,6874176,34.58104190955005
ZAF,ZAF.2_1,147449.67683402635,2819546,19.122090061775875
ZAF,ZAF.3_1,20202.408864177174,15710847,777.6719650426642
ZAF,ZAF.4_1,106070.22835157256,10973759,103.45748444725874
ZAF,ZAF.5_1,137178.4170413043,5845344,42.61125128918766
ZAF,ZAF.6_1,84779.68824971665,4811680,56.755103720449
ZAF,ZAF.7_1,116664.08447048946,4119746,35.31289015551399
ZAF,ZAF.8_1,427072.9987882925,1372567,3.213893184290036
ZAF,ZAF.9_1,153846.23902341072,7321413,47.589158152159335
COD,COD.10_1,10809.111009285742,7818148,723.2924144532972
COD,COD.11_1,54082.08791186514,3033273,56.086462581532956
COD,COD.12_1,90547.91176329197,2355180,26.010318229721864
COD,COD.13_1,79456.10978335388,4487413,56.476626054754526
COD,COD.14_1,54306.84025492903,4165266,76.69873593174019
COD,COD.15_1,123643.44604153898,4016785,32.48684122448779
COD,COD.16_1,128594.22396804357,1710108,13.298482211961339
COD,COD.17_1,127818.86930195491,3073687,24.047208497352823
COD,COD.18_1,56207.235958751124,2311344,41.1218228502862
COD,COD.19_1,58737.3788555604,9369447,159.51421705487013
COD,COD.1_1,148888.65895879155,1510952,10.1482007465605
COD,COD.20_1,54306.51975128701,1568233,28.877435106911534
COD,COD.21_1,108413.49947390263,198437,1.8303716876860698
COD,COD.22_1,64234.61223332814,6273088,97.65900006079912
COD,COD.23_1,52122.74518340526,3008654,57.722477766921024
COD,COD.24_1,133553.29287232217,5541301,41.491309430292524
COD,COD.25_1,200488.03127324302,3525328,17.58373294211946
COD,COD.26_1,132970.45279573317,1678935,12.626376497184301
COD,COD.2_1,102012.34765294135,2395139,23.478912652305187
COD,COD.3_1,126276.93386223279,10740459,85.05479719453564
COD,COD.4_1,110143.64393729619,7973687,72.39352825969104
COD,COD.5_1,91333.9361228058,2119905,23.210485499602445
COD,COD.6_1,64970.12370120274,6210971,95.59733991833266
COD,COD.7_1,57428.21249891529,7217689,125.68193725577527
COD,COD.8_1,10271.613506332567,5706265,555.5373551080385
COD,COD.9_1,96948.7827800974,6307068,65.05566979944359
SWZ,SWZ.1_1,4054.8992040405737,311124,76.72792450425776
SWZ,SWZ.2_1,6522.419582279114,221562,33.96929578127203
SWZ,SWZ.3_1,4596.478311608897,366738,79.7867356566796
SWZ,SWZ.4_1,4207.391518946211,197362,46.90839897149185
GIN,GIN.1_1,34633.89327324698,1210798,34.95991601196287
GIN,GIN.2_1,405.8083171915909,1878412,4628.815922255139
GIN,GIN.3_1,36366.967914927096,1093631,30.072097364793255
GIN,GIN.4_1,72970.66363472186,2516375,34.48474872856474
GIN,GIN.5_1,26052.398097760808,2056114,78.92225476842847
GIN,GIN.6_1,23295.11343530105,1077697,46.262792537720586
GIN,GIN.7_1,18128.693320183673,780539,43.05544730744509
GIN,GIN.8_1,36922.24895732,1707875,46.255985164235405
LSO,LSO.10_1,5534.955538479113,125223,22.624029972679526
LSO,LSO.1_1,2272.9797738318157,280144,123.24966690210798
LSO,LSO.2_1,2037.1846695228255,106025,52.04486445739575
LSO,LSO.3_1,3212.991689464274,274118,85.31550233972305
LSO,LSO.4_1,3044.075487399288,173791,57.09155397735511
LSO,LSO.5_1,4326.373399353386,448108,103.57589570677686
LSO,LSO.6_1,3957.887762914579,157577,39.813407918359125
LSO,LSO.7_1,4760.711242564327,112927,23.720615312759985
LSO,LSO.8_1,2442.4264946572125,67513,27.64177351813212
LSO,LSO.9_1,3421.580769600021,117951,34.47266276686151
ZMB,ZMB.10_1,132184.052611696,1097503,8.302839702032935
ZMB,ZMB.1_1,97490.34881168729,2199772,22.563997634771905
ZMB,ZMB.2_1,32224.168625860504,2582071,80.12839772467673
ZMB,ZMB.3_1,51979.94679351583,2150803,41.377552934861775
ZMB,ZMB.4_1,50087.52280618394,1680728,33.55582200588473
ZMB,ZMB.5_1,22858.59204318255,3046964,133.29622376758502
ZMB,ZMB.6_1,87683.32917016803,1024376,11.682676851970138
ZMB,ZMB.7_1,127344.51855939155,1059165,8.317319127529007
ZMB,ZMB.8_1,80268.34245607432,1598333,19.912370818852583
ZMB,ZMB.9_1,89663.9600667792,2172709,24.231686826923855
