lca_mfg_kg,lca_trans_kg,lca_constr_kg,lca_ops_kg,lca_eolts_kg,total_emissions_ghg_kg,total_emissions_ssa_kg,total_population,social_carbon_cost_usd,user_emissions_kg_per_user,annualized_per_user_emissions,per_user_scc_usd,total_ssa_scc_usd,per_user_annualized_scc_usd,decile,strategy,algorithm,technology
1818434.8999946376,2779.2369927336254,17637.181082122304,2907.7127189689295,307216.7908619125,2148975.8216503747,125091374.65559031,2394367.2036132812,161173.1866237781,0.8975130541411558,0.029917101804705193,0.06731347906058668,9381853.099169273,0.0022437826353528894,Decile 4,regional,prims,fiber
19727158.33467152,16142.018126616467,176060.1081584396,16178.276947366709,1627166.596410076,21562705.334314022,12512318265.766869,230593.01923528663,1617202.9000735516,93.5097922991,3.1169930766366667,7.013234422432499,938423869.932515,0.23377448074774998,Decile 5,access,pcsf,fiber
3862239.7331350627,2334.267652019802,23193.395834431103,2131.2561095421593,214355.87739807836,4104254.530129134,1899019404.4478254,289191.5334094569,307819.08975968504,14.192166975780903,0.4730722325260301,1.0644125231835677,142426455.3335869,0.03548041743945226,Decile 5,access,prims,fiber
89195871.4800345,11385.822360924176,123403.8835830901,11339.66249294349,1140512.0633742863,90482512.91184573,9210505270.760235,1314503.9284249165,6786188.46838843,68.8339615844777,2.2944653861492568,5.162547118835828,690787895.3070177,0.17208490396119427,Decile 5,regional,pcsf,fiber
947470.1091834863,2363.5613834296737,23517.709083035086,2161.0574632303765,217353.21558230082,1192865.6526954824,100913699.8755645,1581692.643379407,89464.92395216117,0.7541703236014513,0.025139010786715044,0.05656277427010885,7568527.490667338,0.0018854258090036282,Decile 5,regional,prims,fiber
26432923.64074459,27978.902803988243,235006.18316120835,20939.376555170893,1540749.7297607248,28257597.83302568,18895452389.334736,206334.36327946297,2119319.837476926,136.95051751875707,4.565017250625235,10.27128881390678,1417158929.2001052,0.34237629379689266,Decile 6,access,pcsf,fiber
5613697.001166726,4576.262238310583,36663.69994226604,3266.7864677852867,240374.89149519213,5898578.64131028,3105989624.459755,262023.95020581965,442393.39809827105,22.511601083324447,0.7503867027774815,1.6883700812493336,232949221.83448163,0.05627900270831112,Decile 6,access,prims,fiber
166179787.1962991,27296.592836784504,229223.45736834625,20424.12767421283,1502836.9689865937,167959568.34316507,14999590782.837696,1544966.103197564,12596967.62573738,108.71407987239645,3.623802662413215,8.153555990429734,1124969308.7128272,0.27178519968099113,Decile 6,regional,pcsf,fiber
1826480.4751816199,5485.607646490534,44370.60061682807,3953.4819969291048,290902.94557400193,2171193.1110158693,178110094.47566155,1681913.028466797,162839.4833261902,1.2909068865440039,0.0430302295514668,0.0968180164908003,13358257.085674617,0.00322726721636001,Decile 6,regional,prims,fiber
24612291.327449095,30568.93328809361,137083.6649093697,24067.79352175862,1558532.5160341838,26362544.2352025,18092848964.42756,173826.54733016016,1977190.8176401875,151.66005791468888,5.055335263822963,11.374504343601666,1356963672.3320668,0.3791501447867222,Decile 7,access,pcsf,fiber
6451720.775028016,6036.950890260521,26189.62873217535,4598.115881671546,297755.30139892345,6786300.771931048,3577644824.8182826,226293.26102316432,508972.55789482855,29.988965386098588,0.9996321795366196,2.249172403957394,268323361.8613712,0.07497241346524647,Decile 7,access,prims,fiber
140010274.39708063,27584.577162126472,123593.22248071933,21699.27512020736,1405156.88813104,141588308.3599747,16194747354.554924,1043011.1619184812,10619123.126998102,135.74956196973167,4.524985398991055,10.181217147729875,1214606051.5916193,0.3393739049243292,Decile 7,regional,pcsf,fiber
1758065.8377317267,6762.208332994454,29468.07251172984,5173.712602193849,335028.60625113745,2134498.4374297825,217038544.3249399,1173261.2131426411,160087.3828072337,1.8192866290298795,0.06064288763432932,0.13644649717724097,16277890.824370494,0.004548216572574699,Decile 7,regional,prims,fiber
21696940.794771828,21726.666400469254,70466.98497485036,22482.749925222754,1540024.7662358626,23351641.96230823,19208929849.847195,122598.48755420286,1751373.1471731174,190.47251257470919,6.349083752490306,14.285438443103189,1440669738.7385397,0.47618128143677296,Decile 8,access,pcsf,fiber
4968638.401027683,4182.924707346027,12935.570095495998,4127.141067565506,282701.15884131665,5272585.195739407,3621291432.5815535,146835.47366802,395443.88968045556,35.90811582533649,1.196937194177883,2.6931086869002363,271596857.44361645,0.08977028956334121,Decile 8,access,prims,fiber
69059086.92890607,18161.56870684857,58775.914843698236,18752.67113427201,1284521.6032695398,70439298.68686044,10185233766.678947,697452.896112309,5282947.401514534,100.99506228950807,3.3665020763169355,7.574629671713106,763892532.5009212,0.2524876557237702,Decile 8,regional,pcsf,fiber
2019432.3592130726,5617.2093304456575,17639.037870501365,5627.799706565465,385493.3651956219,2433809.771316207,321270164.91458064,763988.9795283565,182535.73284871553,3.1856608361271173,0.10618869453757057,0.2389245627095338,24095262.36859355,0.007964152090317794,Decile 8,regional,prims,fiber
19640801.239376593,21073.424617613553,158157.24965137712,17283.853581896477,1500008.5024233002,21337324.269650783,20738016351.37836,76422.87144048163,1600299.3202238088,279.200766308138,9.306692210271267,20.94005747311035,1555351226.3533773,0.698001915770345,Decile 9,access,pcsf,fiber
4287404.768297168,4039.86214596048,28888.516234567578,3157.015476034853,273986.9343312622,4597477.096484994,4217024549.069284,80977.44163907322,344810.78223637457,56.77478818084344,1.8924929393614478,4.2581091135632585,316276841.18019634,0.14193697045210862,Decile 9,access,prims,fiber
33531173.5372065,13368.334866522348,99682.8585987732,10893.613390747809,945420.6858908753,34600539.02995343,6591895043.223653,389873.02463564667,2595040.427246507,88.74822530306922,2.958274176768974,6.6561168977301906,494392128.2417739,0.22187056325767301,Decile 9,regional,pcsf,fiber
658640.5956697864,3549.351147113574,25165.998666473668,2750.2086508985108,238681.51510533833,928787.6692396105,152350812.46730423,452816.53072916664,69659.07519297079,2.0511346344710333,0.06837115448236777,0.15383509758532748,11426310.935047816,0.005127836586177583,Decile 9,regional,prims,fiber
6174578.536050511,18533.852653787584,146339.79458454737,14639.99222294608,1222111.5354970132,7576203.711008805,7453932358.609122,24988.64748580035,568215.2783256604,303.1858252958243,10.106194176527477,22.738936897186825,559044926.8956842,0.7579645632395609,Decile 10,access,pcsf,fiber
1474414.6032006198,3525.221067888242,26290.61305117182,2630.1415257438302,219557.9239149633,1726418.502760387,1434544021.2571704,29587.53307368709,129481.38770702903,58.34952506722275,1.944984168907425,4.376214380041707,107590801.5942878,0.14587381266805688,Decile 10,access,prims,fiber
21719487.920243964,14790.793774750262,116400.27929377087,11644.810548268326,972080.9330356454,22834404.7368964,3304259635.161627,169899.49337938096,1712580.35526723,134.39948691258186,4.479982897086062,10.079961518443639,247819472.63712198,0.33599871728145464,Decile 10,regional,pcsf,fiber
1135440.8981158799,6506.876867177106,50139.91178771763,5016.051312053022,418727.96636440564,1615831.7044472334,145784391.7232069,272496.9529854911,121187.3778335425,5.929723935420545,0.19765746451401817,0.44472929515654086,10933829.379240518,0.014824309838551363,Decile 10,regional,prims,fiber
911588.9934170055,8260.905855623414,52902.995044124465,6892.465587278438,813431.0694208494,1793076.4293248812,475037853.84345007,519958.09644696617,134480.7321993661,3.448501795774553,0.11495005985915177,0.2586376346830915,35627839.03825875,0.008621254489436382,Decile 1,access,pcsf,fiber
405864.65991313994,2320.430328521941,13690.941310046657,1783.7239982016047,210510.520659949,634170.2762098592,79261986.27640504,1102144.8938164238,47562.77071573943,0.5753964653539358,0.019179882178464527,0.04315473490154518,5944648.970730376,0.0014384911633848394,Decile 1,access,prims,fiber
13221240.948190503,3794.8398514369765,23423.26411397374,3051.6994682936825,360153.7259216624,13611664.47754587,348430696.99694026,5381366.7048040535,1020874.8358159403,2.52940660323231,0.08431355344107701,0.18970549524242325,26132302.274770517,0.006323516508080775,Decile 1,regional,pcsf,fiber
211101.32896247917,988.674059192199,4900.248013624151,638.4287085232824,75345.71490376108,292974.3946475799,5966508.2439263435,6764055.809326172,21973.07959856849,0.04331342066155508,0.0014437806887185026,0.003248506549616631,447488.1182944758,0.0001082835516538877,Decile 1,regional,prims,fiber
3604631.860429591,12880.493240755932,175626.74262276466,4111.456308817569,983252.5802142211,4780503.132816151,1912174811.6172187,280042.3548656844,358537.7349612113,17.070643242908755,0.5690214414302919,1.2802982432181564,143413110.87129137,0.042676608107271884,Decile 2,access,pcsf,fiber
909807.3203599816,2380.104921804759,29778.68999443248,697.1249424634162,166717.05763692668,1109380.297855609,273358740.03572863,454595.561987559,83203.52233917068,2.440367638006043,0.08134558793353476,0.18302757285045324,20501905.50267965,0.0061009190950151075,Decile 2,access,prims,fiber
31665536.52946448,6337.897877513206,84751.55173654611,1984.0503608140993,474484.58405398077,32233094.613493335,2022911245.5413814,1784854.7575651803,2417482.096012,18.0592255346672,0.6019741844889066,1.3544419151000398,151718343.41560358,0.045148063836667994,Decile 2,regional,pcsf,fiber
519737.34522428655,1670.4857940791003,19922.238523984313,466.38349058912996,111535.36266641243,653331.8156993515,31130025.72727635,2350888.51953125,48999.886177451364,0.2779084632348373,0.009263615441161244,0.0208431347426128,2334751.9295457266,0.0006947711580870934,Decile 2,regional,prims,fiber
6901692.972110115,12713.36345497836,78062.31599922423,21890.652895179093,1004989.3362245755,8019348.640684071,3954662173.8056645,176173.29996626216,601451.1480513053,45.51965957508774,1.517321985836258,3.413974468131581,296599663.0354249,0.11379914893771938,Decile 3,access,pcsf,fiber
1124657.9170543584,1821.902173187811,9947.438715452054,2789.514061025183,128065.2476654184,1267282.0196694417,564702115.7072724,194968.40672731717,95046.15147520813,6.499935250749946,0.21666450835833154,0.4874951438062459,42352658.67804543,0.016249838126874864,Decile 3,access,prims,fiber
49174771.72777469,8124.526360433105,49363.86429625993,13842.879307922265,635519.9250438755,49881622.92278317,3055266479.6359196,1418410.2603406906,3741121.719208738,35.16727446035396,1.1722424820117987,2.6375455845265465,229144985.97269395,0.08791818615088488,Decile 3,regional,pcsf,fiber
875175.4377514108,2259.5318217061445,12684.361616183885,3557.0166447479437,163300.9218072368,1056977.2696412855,38857064.850639656,2363230.2666266025,79273.29522309641,0.44725953478501684,0.014908651159500562,0.033544465108876265,2914279.8637979743,0.0011181488369625423,Decile 3,regional,prims,fiber
14634857.877275182,12052.364767214414,184688.79791743154,15389.539230290087,1342939.8052791823,16189928.3844693,8899767216.347853,253543.72783045337,1214244.6288351975,63.85458052149343,2.1284860173831146,4.789093539112008,667482541.226089,0.15963645130373358,Decile 4,access,pcsf,fiber
2887850.2307489826,1994.430334431841,27495.940956743158,2291.150664247193,199933.04418454613,3119564.7968889507,1270398653.1294894,342247.7307705029,233967.3597666713,9.114932010990604,0.3038310670330201,0.6836199008242952,95279898.9847117,0.02278733002747651,Decile 4,access,prims,fiber
157013892.6156655,12425.54882219293,190521.195032991,15875.534619445532,1385349.2980854649,158618064.19222558,8443280574.39746,2618351.9051996376,11896354.814416919,60.57935294229736,2.0193117647432453,4.543451470672302,633246043.0798095,0.1514483823557434,Decile 4,regional,pcsf,fiber
1759931.2105023218,2775.488680268823,39702.89991592358,3308.318331713599,288694.3078483099,2094412.2252785377,121915240.60720253,2394367.2036132812,157080.91689589035,0.8747247381762961,0.029157491272543204,0.06560435536322222,9143643.045540191,0.0021868118454407407,Decile 4,regional,prims,fiber
19937435.75043497,21616.867742511873,251993.2039298471,7779.372899479178,1599338.2387960365,21818163.433802847,12660554444.614313,230593.01923528663,1636362.2575352134,94.61762331816553,3.1539207772721842,7.0963217488624135,949541583.3460733,0.23654405829541378,Decile 5,access,pcsf,fiber
3903104.598085779,3055.50061957639,33196.49287657954,1024.8208801444923,210689.8901377293,4151071.3025998087,1920681306.438254,289191.5334094569,311330.3476949856,14.354055437447547,0.4784685145815849,1.076554157808566,144051097.98286906,0.035885138593618866,Decile 5,access,prims,fiber
90287481.53092945,15223.248747297188,176626.8368613295,5452.710654777341,1121006.6374192988,91605790.96461216,9324847347.395685,1314503.9284249165,6870434.3223459115,69.68848778898466,2.322949592966155,5.226636584173849,699363551.0546763,0.17422121947246164,Decile 5,regional,pcsf,fiber
953700.1995751428,3094.879351405274,33660.67942881696,1039.1509502752083,213635.96682293576,1205130.8761285762,101951309.6630851,1581692.643379407,90384.81570964321,0.7619248159071678,0.02539749386357226,0.05714436119303758,7646348.224731381,0.0019048120397679193,Decile 5,regional,prims,fiber
26758555.358937457,25700.705186105395,94224.87762751587,21849.331881490936,1666886.9761052674,28567217.249737836,19102490474.52047,206334.36327946297,2142541.2937303376,138.45108878469208,4.615036292823069,10.383831658851905,1432686785.589035,0.3461277219617302,Decile 6,access,pcsf,fiber
