lca_mfg_kg,lca_trans_kg,lca_constr_kg,lca_ops_kg,lca_eolts_kg,total_emissions_ghg_kg,total_emissions_ssa_kg,total_population,social_carbon_cost_usd,user_emissions_kg_per_user,annualized_per_user_emissions,per_user_scc_usd,total_ssa_scc_usd,per_user_annualized_scc_usd,decile,strategy,algorithm,technology
18904960.79079498,19889.977719592905,170198.1114587321,23004.078558423796,1542730.3282081,20660783.28673983,11988954636.983158,230593.01923528663,1549558.746505487,89.59847681103696,2.986615893701232,6.719885760827771,899171597.7737367,0.22399619202759238,Decile 5,access,pcsf,fiber
3675523.641462776,2828.007610041002,22421.161787442492,3030.457639681374,203232.60926156075,3907035.8777615014,1807767254.9975815,289191.5334094569,293027.6908321126,13.510201463020206,0.4503400487673402,1.0132651097265155,135582544.12481862,0.03377550365755052,Decile 5,access,prims,fiber
85522322.77973613,14012.838634647962,119295.09843089555,16123.996867054686,1081329.0745622478,86753083.788231,8830874715.699873,1314503.9284249165,6506481.284117325,65.99682352580072,2.1998941175266906,4.9497617644350544,662315603.6774906,0.16499205881450182,Decile 5,regional,pcsf,fiber
899886.2041600834,2864.205307170017,22734.676887545524,3072.8325281581538,206074.41078999557,1134632.3296729526,95987294.23300675,1581692.643379407,85097.42472547144,0.7173532319456984,0.023911774398189947,0.05380149239592738,7199047.067475505,0.001793383079864246,Decile 5,regional,prims,fiber
26087670.896826427,23301.823655103883,99332.13658355978,19240.18250754737,1700843.022984085,27930388.06255672,18676651885.63462,206334.36327946297,2094779.104691754,135.36469456000066,4.512156485333355,10.152352092000049,1400748891.4225965,0.3384117364000016,Decile 6,access,pcsf,fiber
5556133.550342643,3846.5834519303326,15496.969489630756,3001.692418480984,265351.3086539019,5843830.104356587,3077160918.75401,262023.95020581965,438287.25782674405,22.30265630209094,0.7434218767363647,1.672699222656821,230787068.90655082,0.05575664075522736,Decile 6,access,prims,fiber
163462104.18671322,22734.601154390155,96887.90085939664,18766.74517858379,1658990.8951535902,165259484.32905915,14758460398.36253,1544966.103197564,12394461.324679438,106.96641433558135,3.5655471445193783,8.022481075168603,1106884529.8771899,0.2674160358389534,Decile 6,regional,pcsf,fiber
1820405.7640344084,4602.546579003277,18754.513185476335,3632.6637978356953,321129.5356981165,2168525.02329484,177891222.48603943,1681913.028466797,162639.376747113,1.2893205454693637,0.042977351515645454,0.09669904091020227,13341841.686452957,0.003223301363673409,Decile 6,regional,prims,fiber
24039884.001853414,12509.851666553333,253435.15226820373,18670.33184477772,1619525.2983808205,25944024.636013772,17805615235.041794,173826.54733016016,1945801.8477010329,149.2523727502715,4.975079091675716,11.193927956270361,1335421142.6281345,0.3731309318756787,Decile 7,access,pcsf,fiber
6329364.837674147,2586.7904118046813,48418.40601485784,3566.938917518084,309407.88105571095,6693344.854074039,3528639738.006793,226293.26102316432,502000.86405555287,29.57818904465246,0.9859396348217487,2.2183641783489345,264647980.35050946,0.07394547261163115,Decile 7,access,prims,fiber
136483165.4995351,11302.694896109371,228494.5268966044,16832.97918104283,1460147.3534302409,138199943.0539391,15807189082.88835,1043011.1619184812,10364995.729045434,132.50092434268734,4.416697478089578,9.937569325701553,1185539181.2166264,0.3312523108567184,Decile 7,regional,pcsf,fiber
1733011.4492405374,2880.1533334390483,54479.470249049824,4013.4518797969768,348139.86742197885,2142524.392124802,217854633.71309727,1173261.2131426411,160689.32940936016,1.8261273517991266,0.06087091172663755,0.1369595513849345,16339097.528482297,0.004565318379497817,Decile 7,regional,prims,fiber
21545382.970668945,30419.298279619292,84020.40775676937,31662.250101732257,1467825.7055075013,23159310.63231457,19050719175.337055,122598.48755420286,1736948.2974235928,188.90372217744894,6.296790739248298,14.167779163308671,1428803938.1502793,0.4722593054436224,Decile 8,access,pcsf,fiber
4917907.369423424,5778.624438606272,15423.561464673749,5812.214836753098,269447.63293533365,5214369.403098791,3581307943.7797484,146835.47366802,391077.7052324093,35.51164628574664,1.1837215428582215,2.6633734714309982,268598095.7834811,0.08877911571436661,Decile 8,access,prims,fiber
68650105.3254321,25412.01927286733,70080.70989850332,26409.21442010714,1224300.9787220345,69996308.24774562,10121179165.584093,697452.896112309,5249723.118580922,100.3599076552896,3.34533025517632,7.52699307414672,759088437.4188069,0.250899769138224,Decile 8,regional,pcsf,fiber
1995022.7092136831,7793.1171398315455,21031.681075124205,7925.578606904587,367420.76045942225,2399193.8464949657,316700759.36487055,763988.9795283565,179939.53848712242,3.140351380429718,0.10467837934765727,0.23552635353222884,23752556.95236529,0.007850878451074295,Decile 8,regional,prims,fiber
19130856.250820186,30144.302497565557,73974.1778435108,6834.402919305776,1387461.564543533,20629270.698624104,20049850096.414124,76422.87144048163,1547195.3023968078,269.93582300411526,8.997860766803843,20.245186725308645,1503738757.2310593,0.6748395575102882,Decile 9,access,pcsf,fiber
4201975.57229128,5696.720769099111,13511.895548775708,1248.3509932244312,253429.45720481162,4475861.996807191,4105473398.2716203,80977.44163907322,335689.6497605393,55.272948937516176,1.842431631250539,4.145471170313713,307910504.8703715,0.13818237234379044,Decile 9,access,prims,fiber
32739135.090080414,19085.49951795078,46624.21435747938,4307.566180582405,874484.9525044921,33683637.32264092,6417212220.672123,389873.02463564667,2526272.799198069,86.39642959171064,2.8798809863903547,6.479732219378299,481290916.55040926,0.21599107397927664,Decile 9,regional,pcsf,fiber
639245.6951624966,4992.710216228683,11770.779177475846,1087.4909315413433,220773.03417992254,877869.7096676651,143998642.46453694,452816.53072916664,65840.22822507488,1.9386874155279599,0.064622913850932,0.145401556164597,10799898.18484027,0.0048467185388199,Decile 9,regional,prims,fiber
5901958.201023392,10628.594424130906,113290.8053990663,13025.194726218495,1197418.4558810084,7236321.251453817,7119535217.238799,24988.64748580035,542724.0938590363,289.5843504761838,9.65281168253946,21.718826285713785,533965141.29291,0.7239608761904595,Decile 10,access,pcsf,fiber
1407163.155030127,2105.0052901120907,20353.211069198598,2340.0357738327316,215121.6992839994,1647083.1064472697,1368621350.5530055,29587.53307368709,123531.23298354523,55.66814584863314,1.8556048616211045,4.175110938647485,102646601.2914754,0.13917036462158283,Decile 10,access,prims,fiber
20710744.737999737,8502.864586153584,90112.75044703421,10360.382890326126,952439.7864009503,21772160.5223242,3150547255.910353,169899.49337938096,1632912.039174315,128.1472951405897,4.271576504686323,9.61104713554423,236291044.19327652,0.32036823785147434,Decile 10,regional,pcsf,fiber
1087828.0216821744,3798.324819394138,38816.447742017575,4462.778675100053,410267.4595198491,1545173.0324385355,139409388.9983523,272496.9529854911,115887.97743289017,5.670423157064832,0.1890141052354944,0.4252817367798624,10455704.174876422,0.01417605789266208,Decile 10,regional,prims,fiber
945401.0851884151,6217.855256486774,80525.37965650775,10118.160002745986,813723.4362885028,1855985.9163926584,491704398.13254154,519958.09644696617,139198.94372944938,3.5694913283881564,0.11898304427960521,0.2677118496291117,36877829.85994061,0.00892372832097039,Decile 1,access,pcsf,fiber
426725.841062848,1791.7024970843163,20839.429713326135,2618.5121399594937,210586.18324999145,662561.6686632094,82810494.05645241,1102144.8938164238,49692.12514974071,0.6011565923686686,0.02003855307895562,0.04508674442765014,6210787.05423393,0.0015028914809216713,Decile 1,access,prims,fiber
14102384.592581755,2890.261315914069,35653.3166789367,4479.903905139797,360283.1739113935,14505691.248393139,371315948.93759054,5381366.7048040535,1087926.8436294855,2.69554037925786,0.089851345975262,0.20216552844433952,27848696.170319293,0.006738850948144651,Decile 1,regional,pcsf,fiber
224145.57512761222,799.4323228443277,7458.827829672327,937.215244876651,75372.79598227607,308713.8465072816,6287046.731218915,6764055.809326172,23153.538488046117,0.04564034585309481,0.001521344861769827,0.00342302593898211,471528.50484141853,0.000114100864632737,Decile 1,regional,prims,fiber
3805611.1901095277,10353.779549347837,167452.382797281,22739.608771661216,1026132.7584171515,5032289.719644969,2012888053.6883547,280042.3548656844,377421.7289733727,17.969745048239528,0.5989915016079842,1.3477308786179647,150966604.02662662,0.044924362620598825,Decile 2,access,pcsf,fiber
958862.1299756925,1951.683699629356,28392.672560465286,3855.6529039570323,173987.67892467568,1167049.81806442,287568896.2943332,454595.561987559,87528.73635483149,2.5672265979938422,0.08557421993312807,0.19254199484953816,21567667.222074993,0.0064180664949846054,Decile 2,access,prims,fiber
33421484.858244307,5118.590937448968,80806.8809573887,10973.369433946666,495177.1140591859,34013560.81363228,2134651217.8200483,1784854.7575651803,2551017.061022421,19.056766759011847,0.6352255586337282,1.4292575069258886,160098841.33650362,0.04764191689752962,Decile 2,regional,pcsf,fiber
547204.742621755,1383.8677535101224,18994.97913402936,2579.469977782301,116399.48031360157,686562.5398006784,32713406.89952646,2350888.51953125,51492.19048505087,0.2920438523973795,0.00973479507991265,0.02190328892980346,2453505.517464484,0.0007301096309934486,Decile 2,regional,prims,fiber
7003172.4296469,11524.0910229162,28390.35208793136,10747.30225422671,1014819.4202148255,8068653.5952268,3978976422.6864448,176173.29996626216,605149.01964201,45.799525789503726,1.5266508596501243,3.4349644342127794,298423231.70148337,0.11449881447375931,Decile 3,access,pcsf,fiber
1133808.7777006882,1670.3538302712045,3617.7672144342987,1369.5229146342817,129317.88995266146,1269784.3116126894,565817139.4608941,194968.40672731717,95233.82337095171,6.512769596504985,0.2170923198834995,0.48845771973787394,42436285.45956706,0.016281923991262465,Decile 3,access,prims,fiber
49869785.2334126,7372.472284197615,17953.060575420426,6796.216115773557,641736.124575034,50543643.10696302,3095815442.54152,1418410.2603406906,3790773.233022227,35.63400838261199,1.1878002794203997,2.6725506286958995,232186158.19061404,0.08908502095652998,Decile 3,regional,pcsf,fiber
883779.5405032785,2066.2867021457046,4613.154089582497,1746.3313308869103,164898.21415571173,1057103.5267816053,38861706.37135176,2363230.2666266025,79282.7645086204,0.44731296044653734,0.014910432014884577,0.0335484720334903,2914627.977851382,0.0011182824011163432,Decile 3,regional,prims,fiber
15210275.378145106,23651.39317639633,45789.06930708416,19726.001191255884,1383549.4337697125,16682991.275589554,9170808869.515337,253543.72783045337,1251224.3456692165,65.79926633699098,2.193308877899699,4.934944975274323,687810665.2136502,0.16449816584247745,Decile 4,access,pcsf,fiber
2990468.0595979895,3721.2605693496853,6816.945912955,2936.7507406155737,205978.88973577495,3209921.906556685,1307195308.399173,342247.7307705029,240744.14299175137,9.37894284742278,0.31263142824742596,0.7034207135567084,98039648.12993798,0.023447357118556948,Decile 4,access,prims,fiber
163133296.2562166,24390.869830600324,47235.06949097287,20348.94028527088,1427241.3621256487,164652512.49794906,8764495818.17433,2618351.9051996376,12348938.437346179,62.88402722757583,2.096134240919194,4.716302042068187,657337186.3630747,0.15721006806893956,Decile 4,regional,pcsf,fiber
1825647.430063232,5268.953737405561,9843.362761802166,4240.535754572166,297424.2364295939,2142424.518746606,124710024.8619997,2394367.2036132812,160681.83890599548,0.8947769229020199,0.02982589743006733,0.0671082692176515,9353251.86464998,0.0022369423072550504,Decile 4,regional,prims,fiber
19916818.107126553,26932.433670635088,36366.60091936576,6195.9609261267215,1647176.8096912687,21633489.91233395,12553392850.553959,230593.01923528663,1622511.743425046,93.8167598658315,3.12722532886105,7.036256989937362,941504463.7915468,0.23454189966457875,Decile 5,access,pcsf,fiber
3863658.0901431073,3755.7502442331556,4790.778439807541,816.2290472126848,216991.93619763583,4090012.784071997,1892429815.055359,289191.5334094569,306750.9588053998,14.142920215721118,0.4714306738573706,1.0607190161790838,141932236.1291519,0.03535730053930279,Decile 5,access,prims,fiber
89982189.91499282,18949.03016271042,25490.043332970563,4342.867040187406,1154537.603038291,91185509.45856698,9282065544.569283,1314503.9284249165,6838913.209392522,69.3687614671708,2.3122920489056935,5.2026571100378085,696154915.842696,0.17342190366792695,Decile 5,regional,pcsf,fiber
948906.3273328485,3804.9205664021233,4857.767893626518,827.6423777916208,220026.1343914446,1178422.7925621131,99691867.01488136,1581692.643379407,88381.70944215848,0.745039055150641,0.024834635171688033,0.05587792913629807,7476890.026116102,0.0018625976378766024,Decile 5,regional,prims,fiber
27859251.859231006,33075.83865481881,41871.29887550954,7048.931090445562,1593080.2586185585,29534328.18647034,19749183755.67675,206334.36327946297,2215074.613985276,143.13819432233166,4.771273144077722,10.735364574174875,1481188781.6757565,0.3578454858058292,Decile 6,access,pcsf,fiber
5937330.441307225,5371.443557142693,6532.409988172711,1099.7152965823157,248539.06310146675,6198873.073250589,3264114394.2742076,262023.95020581965,464915.4804937942,23.65765827277002,0.7885886090923341,1.7743243704577516,244808579.57056558,0.05914414568192505,Decile 6,access,prims,fiber
175242910.94050962,32268.109934743607,40840.984537686556,6875.48018340766,1553879.8164102212,176876775.33157566,15795939910.61552,1544966.103197564,13265758.149868174,114.48586151210684,3.8161953837368947,8.586439613408013,1184695493.296164,0.2862146537802671,Decile 6,regional,pcsf,fiber
1927852.6478525794,6447.940219892058,7905.556588860619,1330.881179305624,300783.26857139956,2244320.2944120374,184108957.25638235,1681913.028466797,168324.02208090283,1.334385462521758,0.04447951541739193,0.10007890968913186,13808171.794228679,0.0033359636563043953,Decile 6,regional,prims,fiber
25232500.533214554,13157.525096451785,147322.6686452879,20702.88310820278,1640351.0188132992,27054034.628877796,18567424981.88241,173826.54733016016,2029052.5971658346,155.6381061719663,5.187936872398877,11.672857962897474,1392556873.6411805,0.3890952654299158,Decile 7,access,pcsf,fiber
6634238.614850023,2710.5274499116604,28145.77505061774,3955.2547901890507,313386.6037326053,6982436.775873346,3681045039.905571,226293.26102316432,523682.75819050096,30.8556991237958,1.0285233041265267,2.314177434284685,276078377.99291784,0.0771392478094895,Decile 7,access,prims,fiber
143417798.589894,11886.6305996756,132824.6029486321,18665.506496898026,1478923.6087954172,145060098.93873462,16591847736.233295,1043011.1619184812,10879507.420405097,139.07818462068587,4.635939487356196,10.430863846551441,1244388580.217497,0.3476954615517147,Decile 7,regional,pcsf,fiber
1811267.5208344199,3019.3798970765647,31669.091172395136,4450.377519726551,352616.6505618156,2203023.0199854337,224006211.94537684,1173261.2131426411,165226.72649890752,1.8776918518294166,0.06258972839431388,0.14082688888720624,16800465.895903263,0.004694229629573541,Decile 7,regional,prims,fiber
21452098.58778089,14921.94484665099,98806.49746956765,14680.395517006942,1508471.01538793,23088978.441002045,18992864308.801804,122598.48755420286,1731673.3830751532,188.33004306675494,6.277668102225165,14.12475323000662,1424464823.1601353,0.47082510766688734,Decile 8,access,pcsf,fiber
4909298.389450487,2933.787218759507,18137.832551856736,2694.8688851612355,276908.8611289209,5209973.739235185,3578288935.210167,146835.47366802,390748.0304426389,35.481710305334005,1.1827236768444669,2.6611282729000507,268371670.14076254,0.08870427576333502,Decile 8,access,prims,fiber
68312628.48038201,12485.808140037832,82413.66199147118,12244.793460190778,1258202.887157317,69677975.63113104,10075149574.486204,697452.896112309,5225848.1723348275,99.90348598382045,3.3301161994606816,7.492761448786533,755636218.0864654,0.2497587149595511,Decile 8,regional,pcsf,fiber
1993238.0200119347,3913.8763266445794,24732.880956086377,3674.7428965613103,377594.94572497637,2403154.4659162033,317223572.967487,763988.9795283565,180236.58494371525,3.1455355120433475,0.10485118373477825,0.23591516340325108,23791767.972561527,0.00786383878010837,Decile 8,regional,prims,fiber
19836884.71144998,25520.991094956335,89501.96106215859,11952.67102916282,1516700.0084429695,21480560.343079228,20877229309.63533,76422.87144048163,1611042.0257309421,281.0750229374508,9.36916743124836,21.08062672030881,1565792198.2226498,0.702687557343627,Decile 9,access,pcsf,fiber
4350202.331191169,4852.240944075958,16348.152619428723,2183.238086357359,277035.7534254959,4650621.716266528,4265771320.736951,80977.44163907322,348796.6287199896,57.4310773733127,1.9143692457770898,4.307330802998453,319932849.0552714,0.14357769343328178,Decile 9,access,prims,fiber
33882916.71964122,16171.533210239522,56411.01719041163,7533.492259785991,955940.9563054587,34918973.71860712,6652561382.667371,389873.02463564667,2618923.028895534,89.56499042538381,2.985499680846127,6.717374281903786,498942103.7000528,0.22391247606345954,Decile 9,regional,pcsf,fiber
668964.3775893857,4257.048405915057,14241.56172228586,1901.9103066331731,241337.4693480832,930702.367372303,152664884.0530997,452816.53072916664,69802.67755292273,2.0553630537153778,0.06851210179051259,0.15415222902865333,11449866.303982476,0.005138407634288444,Decile 9,regional,prims,fiber
6018728.696291052,21310.586812880334,72805.13386236787,11432.096532256786,1104755.4563051092,7229031.969803665,7112363576.343751,24988.64748580035,542177.3977352749,289.2926467473487,9.643088224911624,21.696948506051157,533427268.2257814,0.7232316168683719,Decile 10,access,pcsf,fiber
1444525.6972081028,4024.074052682489,13079.775107982807,2053.828400856204,198474.36782554653,1662157.7425951706,1381147414.8439186,29587.53307368709,124661.8306946378,56.17763868503683,1.8725879561678944,4.213322901377762,103586056.11329389,0.1404440967125921,Decile 10,access,prims,fiber
21348448.744697537,16999.438610972273,57910.00280995924,9093.215096043012,878734.6191806856,22311186.020395197,3228547108.1561613,169899.49337938096,1673338.9515296398,131.3199090627947,4.377330302093156,9.848993179709602,242141033.11171207,0.32829977265698673,Decile 10,regional,pcsf,fiber
1097695.8368971504,7458.259956036205,24944.978226295563,3916.9407972953036,378518.6475312097,1512534.6634079872,136464673.42997956,272496.9529854911,113440.09975559903,5.55064798646949,0.18502159954898298,0.4162985989852117,10234850.507248465,0.013876619966173724,Decile 10,regional,prims,fiber
910434.9747059487,14581.894743433491,47118.32619413086,8570.745815579568,807546.6591084416,1788252.600567534,473759881.9607561,519958.09644696617,134118.94504256506,3.439224454407413,0.11464081514691377,0.25794183408055593,35531991.147056706,0.00859806113601853,Decile 1,access,pcsf,fiber
407325.4879648088,3956.259978852414,12193.907698674342,2218.0516971970587,208987.67462515994,634681.3819646926,79325867.00189017,1102144.8938164238,47601.10364735195,0.5758602027061669,0.019195340090205563,0.04318951520296252,5949440.0251417635,0.0014396505067654174,Decile 1,access,prims,fiber
13290920.227494624,6593.5130089241575,20862.051347621575,3794.772729306028,357548.35174979246,13679718.916330267,350172751.0696438,5381366.7048040535,1025978.91872477,2.5420529145724466,0.08473509715241488,0.1906539685929335,26262956.33022328,0.006355132286431116,Decile 1,regional,pcsf,fiber
213478.96587130704,1574.1685707183806,4364.431241473312,793.8828439305115,74800.65937485055,295012.10790227976,6008006.863447513,6764055.809326172,22125.908092670983,0.0436146767883733,0.0014538225596124434,0.0032711007591279978,450600.5147585635,0.00010903669197093326,Decile 1,regional,prims,fiber
3786854.526590268,15217.340252933716,31157.49801112756,8274.673713258939,1033295.1673109302,4874799.2058785185,1949892719.2798073,280042.3548656844,365609.94044088887,17.407363997551723,0.5802454665850575,1.305552299816379,146241953.94598553,0.043518409993879306,Decile 2,access,pcsf,fiber
949157.8452319469,2776.3329774006497,5282.962380441311,1403.0263252190955,175202.11330338145,1133822.2802183894,279381408.2907716,454595.561987559,85036.6710163792,2.494134072187486,0.08313780240624953,0.18706005541406145,20953605.621807873,0.006235335180468715,Decile 2,access,prims,fiber
33163350.390733913,7465.581551965798,15035.559307407731,3993.0788833146767,498633.45139628055,33688478.061872885,2114249405.268351,1784854.7575651803,2526635.854640466,18.8746327504145,0.6291544250138166,1.4155974562810874,158568705.3951263,0.04718658187603624,Decile 2,regional,pcsf,fiber
540374.9552593228,1935.5662873765455,3534.354153123101,938.6385066525726,117211.9489402882,663995.4631467632,31638128.365794253,2350888.51953125,49799.65973600724,0.28244447051838895,0.009414815683946299,0.02118333528887917,2372859.627434569,0.0007061111762959724,Decile 2,regional,prims,fiber
7266515.031430507,18221.769099702753,47667.17901297112,9660.799809782548,1077144.7558282136,8419209.535181178,4151849604.4941645,176173.29996626216,631440.7151385884,47.78936159334864,1.5929787197782879,3.5842021195011484,311388720.3370624,0.11947340398337161,Decile 3,access,pcsf,fiber
1165658.2232366195,2523.835325815394,6074.2028455154295,1231.0704956667923,137259.97376734507,1312747.3056709622,584961491.9138343,194968.40672731717,98456.04792532217,6.7331283447731645,0.22443761149243882,0.5049846258579874,43872111.89353758,0.016832820861932916,Decile 3,access,prims,fiber
51588706.23097767,11607.848437856857,30143.048230918743,6109.15016674856,681148.4757211199,52317714.75353431,3204477938.199136,1418410.2603406906,3923828.606515073,36.88475486702135,1.2294918289007117,2.7663566150266012,240335845.3649352,0.09221188716755338,Decile 3,regional,pcsf,fiber
911805.6541658688,3154.5937761453015,7745.44962040206,1569.7853275331993,175025.47062576178,1099300.953515711,40412986.79547453,2363230.2666266025,82447.57151367833,0.4651687857251889,0.015505626190839629,0.034887658929389165,3030974.00966059,0.001162921964312972,Decile 3,regional,prims,fiber
14776786.314141752,10311.390427805763,75306.75570158595,20952.005939956987,1338838.161199585,16222194.627410686,8917504296.111588,253543.72783045337,1216664.5970558014,63.981841579053345,2.1327280526351116,4.798638118429,668812822.2083689,0.15995460394763333,Decile 4,access,pcsf,fiber
2917912.4305867245,1735.2390451746214,11211.45479186237,3119.2748274204646,199322.40312396272,3133300.802375145,1275992447.137693,342247.7307705029,234997.56017813587,9.155066697801441,0.3051688899267147,0.6866300023351082,95699433.53532699,0.022887666744503606,Decile 4,access,prims,fiber
158641426.36874774,10629.595221291822,77684.91241541346,21613.661765255187,1381118.125754189,160132472.66390386,8523892928.959602,2618351.9051996376,12009935.449792791,61.15773527076548,2.0385911756921824,4.586830145307411,639291969.6719702,0.15289433817691372,Decile 4,regional,pcsf,fiber
1776551.688138748,2401.22813640717,16188.835588987171,4504.092312322293,287812.56966917147,2087458.4138456362,121510460.88726628,2394367.2036132812,156559.38103842273,0.8718205005044771,0.029060683350149236,0.06538653753783578,9113284.56654497,0.002179551251261193,Decile 4,regional,prims,fiber
19457259.767105,22187.115138685727,124568.26609161547,22036.509609445904,1658119.8310943167,21284171.489039063,12350691787.742235,230593.01923528663,1596312.8616779298,92.30188996884448,3.0767296656281493,6.922641747663335,926301884.0806676,0.2307547249221112,Decile 5,access,pcsf,fiber
3792511.1401770976,3130.62254084155,16410.083658880707,2902.9942985220387,218433.5224245234,4033388.3630998647,1866229959.904485,289191.5334094569,302504.1272324899,13.947117730411287,0.4649039243470429,1.0460338297808467,139967246.9928364,0.034867794326028226,Decile 5,access,prims,fiber
87874479.9666237,15622.946009937004,87312.27060864567,15445.809359463083,1162207.775193665,89155068.7677954,9075380472.697573,1314503.9284249165,6686630.157584655,67.82411740269507,2.2608039134231688,5.086808805202129,680653535.452318,0.16956029350673765,Decile 5,regional,pcsf,fiber
932690.9860452985,3171.0517024781598,16639.545854898337,2943.586867128783,221487.87831821034,1176933.048788014,99565838.10645299,1581692.643379407,88269.97865910105,0.7440971883598111,0.024803239611993703,0.05580728912698583,7467437.857983973,0.0018602429708995277,Decile 5,regional,prims,fiber
27273412.74281015,27036.166197761617,266218.5186459091,6667.59249265876,1668465.175670788,29241800.195817266,19553574463.174442,206334.36327946297,2193135.014686295,141.7204566949018,4.724015223163393,10.629034252117634,1466518084.7380831,0.35430114173725447,Decile 6,access,pcsf,fiber
5766200.868819938,4429.184354697737,41533.187575803786,1040.2220367131958,260299.9876090555,6073503.450396208,3198099041.8499765,262023.95020581965,455512.7587797156,23.179191999912508,0.7726397333304169,1.738439399993438,239857428.13874823,0.05794797999978127,Decile 6,access,prims,fiber
171216528.0358077,26377.053863979134,259667.7603909436,6503.525068708718,1627409.7596980722,173136486.13482937,15461914240.544514,1544966.103197564,12985236.460112203,112.06490924072358,3.735496974690786,8.404868193054268,1159643568.0408385,0.2801622731018089,Decile 6,regional,pcsf,fiber
1884223.3295703232,5307.613225752031,50263.679911512394,1258.8821263676316,315016.4006620675,2256069.9054960227,185072816.40350434,1681913.028466797,169205.2429122017,1.3413713237911102,0.044712377459703675,0.10060284928433327,13880461.230262827,0.0033534283094777757,Decile 6,regional,prims,fiber
25015331.01334565,32259.881583043505,42040.27576627005,16863.647368257574,1561794.8377907716,26668289.65585399,18302684770.41271,173826.54733016016,2000121.7241890493,153.41896888282065,5.113965629427355,11.506422666211549,1372701357.780953,0.3835474222070516,Decile 7,access,pcsf,fiber
6565570.462302811,6360.004027768343,8031.731678933441,3221.7745559763243,298378.5630812429,6881562.535646733,3627865521.986632,226293.26102316432,516117.19017350493,30.40993136310103,1.0136643787700343,2.2807448522325773,272089914.14899737,0.07602482840775257,Decile 7,access,prims,fiber
142325481.57831836,29109.11875473202,37903.08027850419,15204.091037392434,1408098.1638762732,143815796.03226528,16449525453.862514,1043011.1619184812,10786184.702419896,137.8851936423529,4.596173121411764,10.341389523176467,1233714409.0396886,0.34471298410588225,Decile 7,regional,pcsf,fiber
1788093.939363358,7125.701583646259,9037.151840903909,3625.0795000892226,335729.88845090405,2143611.7607389013,217965198.75123945,1173261.2131426411,160770.8820554176,1.8270541433796537,0.06090180477932179,0.137029060753474,16347389.906342957,0.004567635358449134,Decile 7,regional,prims,fiber
21917974.136629593,22121.08373838447,168666.85005304017,17800.953188809322,1599267.221334016,23725830.244943842,19516735034.741,122598.48755420286,1779437.268370788,193.52465693717676,6.450821897905892,14.514349270288255,1463755127.605575,0.48381164234294183,Decile 8,access,pcsf,fiber
4986047.581369959,4255.327593936139,30962.04360703524,3267.707250745405,293576.25064246205,5318108.910464138,3652557809.8882995,146835.47366802,398858.1682848103,36.2181479557715,1.2072715985257167,2.716361096682862,273941835.74162245,0.09054536988942874,Decile 8,access,prims,fiber
69683409.18376106,18490.54886506673,140683.58989973034,14847.62416237232,1333935.2328894732,71191366.17957771,10293979642.410875,697452.896112309,5339352.463468329,102.07336807461468,3.402445602487156,7.655502605596102,772048473.1808158,0.2551834201865367,Decile 8,regional,pcsf,fiber
2035521.7128281184,5715.938435469121,42220.06882578516,4455.869476187937,400322.71981311776,2488236.309378678,328454630.6296655,763988.9795283565,186617.72320340085,3.256900787907666,0.1085633595969222,0.24426755909307496,24634097.297224913,0.008142251969769166,Decile 8,regional,prims,fiber
18990339.781498622,16004.078154552659,31948.66989161282,5301.381332284473,1502092.1630487943,20545686.073925868,19968613138.49896,76422.87144048163,1540926.45554444,268.8421108323169,8.961403694410564,20.163158312423768,1497645985.3874218,0.6721052770807923,Decile 9,access,pcsf,fiber
4157047.9271269073,3113.9109301952203,5835.645668289862,968.3339905120813,274367.52936525276,4441333.347081157,4073802079.310136,80977.44163907322,333100.00103108684,54.84655056005284,1.8282183520017614,4.113491292003963,305535155.9482602,0.1371163764001321,Decile 9,access,prims,fiber
32407982.82848389,10173.242970454527,20136.508128742567,3341.338110577642,946733.9690186282,33388367.886712294,6360959191.508954,389873.02463564667,2504127.5915034222,85.63908189830568,2.854636063276856,6.422931142372927,477071939.36317164,0.21409770474576423,Decile 9,regional,pcsf,fiber
641863.4994374381,2742.71618974997,5083.675807844542,843.5563708449816,239013.06740937848,889546.515215256,145914011.14471614,452816.53072916664,66715.9886411442,1.964474472216875,0.06548248240722916,0.14733558541626562,10943550.83585371,0.004911186180542188,Decile 9,regional,prims,fiber
5827399.91200323,21233.839897199046,105534.15398287473,12293.987756632181,1141436.9284748018,7107898.822114738,6993185380.548057,24988.64748580035,533092.4116586053,284.44511957494933,9.481503985831644,21.3333839681212,524488903.54110426,0.7111127989373733,Decile 10,access,pcsf,fiber
1400161.4738953726,4010.286118451914,18959.693184778596,2208.671099225325,205064.3619805783,1630404.4862784068,1354762477.5116162,29587.53307368709,122280.33647088052,55.10444153008366,1.8368147176694554,4.132833114756275,101607185.81337123,0.13776110382520917,Decile 10,access,prims,fiber
20526795.35798333,16938.393271626275,83943.02474943874,9778.772838712823,907911.4648745074,21545367.01371761,3117729030.752307,169899.49337938096,1615902.5260288205,126.81242648327026,4.227080882775676,9.510931986245268,233829677.30642298,0.3170310662081756,Decile 10,regional,pcsf,fiber
1072810.6002427023,7431.964418358544,36158.81234707908,4212.247689610386,391086.6970084789,1511700.3217062294,136389397.02765045,272496.9529854911,113377.52412796719,5.547586147822794,0.1849195382607598,0.4160689610867095,10229204.777073784,0.013868965369556983,Decile 10,regional,prims,fiber
